, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.2026,0.2064,0.2080,0.1294,0.1280,0.1284,0.1248,0.1268,0.1242,0.3726,0.3622,0.3625,600
B,0.0986,0.0943,0.0966,0.0953,0.0942,0.0952,0.0953,0.0960,0.0999,0.0951,0.0955,0.1043,600
C,0.1001,0.0962,0.0971,0.0949,0.0940,0.0944,0.0969,0.0996,0.0960,0.0964,0.0952,0.1030,600
D,0.3484,0.3061,0.3022,0.8808,0.9202,0.9247,0.1641,0.2083,0.1656,0.1373,0.1193,0.1317,600
E,0.5518,0.5548,0.4822,0.3867,0.4038,0.3917,0.5416,0.5211,0.5052,0.4871,0.4941,0.4901,600
F,0.1434,0.1430,0.1373,0.1221,0.1235,0.1260,0.1277,0.1309,0.1257,0.1312,0.1344,0.1329,600
G,0.1200,0.1204,0.1192,0.3768,0.3817,0.3720,0.1097,0.1110,0.1099,0.1053,0.1038,0.1110,600
H,0.1523,0.1632,0.1599,0.1087,0.1071,0.1061,0.1130,0.1129,0.1174,0.1447,0.1445,0.1340,600
