, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.4912,0.4961,0.4910,0.0971,0.0965,0.0964,0.0853,0.0861,0.0928,0.0885,0.1422,0.0985,600
B,0.4248,0.4476,0.4487,0.1007,0.0993,0.0973,0.0914,0.0950,0.0860,0.0895,0.1423,0.0930,600
C,0.2844,0.2922,0.2922,0.0944,0.0932,0.0927,0.3199,0.0867,0.0887,0.0921,0.1354,0.0934,600
D,0.4971,0.4967,0.5013,0.1166,0.1076,0.1093,0.0933,0.0924,0.0866,0.0895,1.2256,0.0925,600
E,0.4649,0.5325,0.5572,0.1135,0.1129,0.1247,0.0878,0.0907,0.0876,0.0893,0.0981,0.0922,600
F,0.7410,0.7361,0.7428,0.1562,0.1598,0.1614,0.0910,0.0900,0.0914,0.0979,1.6589,0.1009,600
G,0.4077,0.3935,0.4035,0.1018,0.0999,0.1012,0.1837,0.0911,0.0908,0.0931,0.1009,0.0990,600
H,0.5899,0.5919,0.5782,0.1120,0.1015,0.1028,0.0931,0.0916,0.0939,0.0939,0.0950,0.0946,600
