, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1.3909,1.3544,1.3747,1.3075,1.3016,1.3261,1.2780,1.2507,1.2886,0.7808,0.7237,0.7214,600
B,0.0993,0.0979,0.1054,0.1005,0.0994,0.1025,0.1005,0.1004,0.1018,0.1010,0.1031,0.0992,600
C,0.1082,0.1133,0.2937,0.3122,0.2690,0.2302,0.2562,0.2642,0.2467,0.1850,0.1174,0.1043,600
D,1.3072,1.2982,1.4000,1.4532,1.4278,1.4398,1.4072,1.3952,1.4223,1.3330,1.2335,1.2109,600
E,0.7678,0.8145,0.9982,0.9696,0.9254,0.9554,0.8542,0.8351,0.8769,0.8567,0.8741,0.6474,600
F,0.1277,0.1578,0.3231,1.0839,1.0430,1.0113,0.5771,0.5687,0.5605,0.4478,0.3574,0.1585,600
G,1.1587,1.1576,1.3010,1.2816,1.2263,1.2612,0.2278,0.1784,0.1265,0.1108,0.1183,0.1088,600
H,1.1524,1.1391,1.1594,1.5223,1.3180,1.5348,1.0673,1.0828,1.0817,0.1914,0.1765,0.1801,600
