, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1.3634,1.3207,1.3457,1.2822,1.2670,1.2952,1.2826,1.2530,1.2896,0.9129,0.8744,0.8994,600
B,0.0981,0.0975,0.1016,0.0983,0.0979,0.1012,0.0995,0.0993,0.1001,0.0990,0.1029,0.0976,600
C,0.1755,0.1576,0.3241,0.3470,0.3269,0.2871,0.3196,0.3178,0.3054,0.2311,0.1187,0.1024,600
D,1.2967,1.2899,1.4211,1.4350,1.4205,1.4272,1.4342,1.4246,1.4552,1.3485,1.2589,1.1978,600
E,0.7501,0.8053,1.0057,0.9910,0.9254,0.9595,0.8828,0.8325,0.8990,0.8677,0.8843,0.6362,600
F,0.1243,0.1611,0.3593,1.5410,1.5070,1.5558,0.6097,0.6187,0.6206,0.5000,0.4074,0.1673,600
G,1.1646,1.0873,1.2876,1.2283,1.2223,1.2135,0.2771,0.2398,0.1605,0.1297,0.1306,0.1045,600
H,1.1331,1.1269,1.1510,1.5375,1.3777,1.5542,1.0503,1.0732,1.0641,0.2519,0.2299,0.2342,600
