, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1.3802,1.3431,1.3675,1.2976,1.2873,1.3197,1.2912,1.2619,1.2986,0.8478,0.7958,0.8048,600
B,0.0990,0.0982,0.1019,0.0999,0.0991,0.1019,0.1007,0.1000,0.1019,0.1007,0.1042,0.1004,600
C,0.1194,0.1187,0.3186,0.3300,0.2968,0.2504,0.2803,0.2905,0.2756,0.2039,0.1192,0.1039,600
D,1.3060,1.3070,1.4162,1.4554,1.4292,1.4456,1.4260,1.4225,1.4395,1.3446,1.2562,1.2156,600
E,0.7585,0.8212,1.0020,0.9783,0.9356,0.9603,0.8761,0.8238,0.8931,0.8694,0.8867,0.6448,600
F,0.1265,0.1726,0.3386,1.2953,1.2672,1.2731,0.5994,0.5914,0.5958,0.4758,0.3858,0.1613,600
G,1.1729,1.1218,1.2977,1.2116,1.2131,1.1959,0.2609,0.2214,0.1578,0.1356,0.1464,0.1110,600
H,1.1463,1.1358,1.1578,1.5413,1.3604,1.5597,1.0689,1.0852,1.0780,0.2208,0.2010,0.1982,600
