, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1.2362,1.4202,1.4179,1.4294,1.3877,1.3635,1.3014,1.2690,1.2828,1.0431,1.0197,1.1069,600
B,0.0969,0.0976,0.1008,0.0973,0.0973,0.1002,0.0983,0.0984,0.0991,0.0981,0.1009,0.0982,600
C,1.0255,1.2021,1.2479,1.4210,1.3756,0.1003,1.2046,1.1303,1.1624,0.2816,0.3625,0.1943,600
D,1.3158,1.2304,1.3914,1.4005,1.4007,1.3914,1.4061,1.3990,1.3995,1.1511,1.1114,1.1876,600
E,0.7192,0.7368,0.9175,0.9838,0.9108,0.9290,0.8756,0.8048,0.8698,0.8415,0.6736,0.6117,600
F,0.1200,0.1494,0.1582,1.2551,1.2202,1.2714,0.6449,0.6399,0.6445,0.5187,0.2587,0.1603,600
G,1.1149,0.9493,0.9636,1.1455,1.1356,1.1413,0.0950,0.0988,0.0998,0.0980,0.0963,0.0978,600
H,1.0961,1.1234,1.1741,1.6303,1.4728,1.6715,0.9321,0.9626,0.9471,0.8188,0.7637,0.7722,600
