, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.4821,0.4860,0.4812,0.0960,0.0960,0.0974,0.0863,0.0863,0.0930,0.0886,0.1467,0.0994,600
B,0.4241,0.4434,0.4466,0.1017,0.1001,0.0982,0.0913,0.0964,0.0870,0.0891,0.1470,0.0958,600
C,0.2817,0.2870,0.2866,0.0950,0.0940,0.0934,0.2837,0.0880,0.0898,0.0934,0.1393,0.0953,600
D,0.4825,0.4784,0.4853,0.1106,0.1074,0.1088,0.0928,0.0933,0.0883,0.0903,1.2455,0.0924,600
E,0.3873,0.5140,0.5622,0.1137,0.1123,0.1226,0.0898,0.0907,0.0876,0.0902,0.0984,0.0929,600
F,0.7562,0.7408,0.7569,0.1637,0.1713,0.1768,0.0919,0.0884,0.0920,0.0960,1.6988,0.1014,600
G,0.4011,0.3933,0.3930,0.1021,0.0996,0.1011,0.1862,0.0934,0.0902,0.0952,0.1030,0.1002,600
H,0.6173,0.6225,0.6135,0.1150,0.1036,0.1052,0.0931,0.0944,0.0976,0.0976,0.0962,0.0979,600
