, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1.3672,1.3212,1.3453,1.2977,1.2868,1.2967,1.2920,1.2672,1.2958,0.9967,0.9613,1.0119,600
B,0.0968,0.0967,0.1011,0.0979,0.0975,0.1004,0.0994,0.0991,0.1002,0.0990,0.1021,0.0973,600
C,0.4944,0.4411,0.4481,0.3786,0.3187,0.2591,0.3226,0.3415,0.4648,0.1124,0.1184,0.1034,600
D,1.2927,1.2507,1.4254,1.4341,1.4229,1.4269,1.4336,1.4199,1.4519,1.3488,1.1628,1.1927,600
E,0.7418,0.7529,0.9956,0.9859,0.9266,0.9467,0.8845,0.8242,0.8961,0.8716,0.8661,0.6271,600
F,0.1229,0.1337,0.3532,1.3421,1.3070,1.3556,0.6353,0.6405,0.6285,0.5199,0.4051,0.1585,600
G,1.1631,1.0669,1.2460,1.2489,1.2270,1.2053,0.2009,0.1012,0.0987,0.0986,0.0975,0.1005,600
H,1.1264,1.1248,1.1656,1.5577,1.4046,1.5853,1.0343,1.0675,1.0503,0.2939,0.2752,0.2631,600
