, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1.3751,1.3397,1.3574,1.3208,1.3153,1.3117,1.2502,1.2299,1.2814,0.4410,0.4152,0.4011,600
B,0.0985,0.0971,0.1009,0.0991,0.0987,0.1016,0.0985,0.0991,0.1000,0.0994,0.1031,0.1007,600
C,0.1050,0.1110,0.2201,0.2417,0.2162,0.1778,0.1877,0.1837,0.1721,0.1164,0.1193,0.1036,600
D,1.3097,1.2836,1.3523,1.4052,1.3746,1.3848,1.3644,1.3367,1.3711,1.2616,1.1779,1.2185,600
E,0.7977,0.8146,0.9561,0.9196,0.8989,0.9144,0.8103,0.7834,0.8017,0.7862,0.7842,0.6527,600
F,0.1268,0.1344,0.2553,0.6752,0.6679,0.6747,0.4494,0.4363,0.4472,0.3326,0.2621,0.1449,600
G,1.1057,1.1187,1.2104,1.3397,1.3245,1.3339,0.1419,0.1165,0.1035,0.1032,0.1012,0.1081,600
H,1.1824,1.1721,1.1956,1.3693,1.1606,1.3922,1.0652,1.0773,1.0951,0.1411,0.1302,0.1336,600
