, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.2039,0.2080,0.2115,0.1420,0.1406,0.1415,0.1247,0.1262,0.1239,0.4497,0.4415,0.4477,600
B,0.0984,0.0945,0.0966,0.0953,0.0946,0.0954,0.0953,0.0956,0.0996,0.0947,0.0948,0.1036,600
C,0.1004,0.0963,0.0977,0.0958,0.0950,0.0945,0.0982,0.1005,0.0965,0.0962,0.0952,0.1019,600
D,0.3597,0.3191,0.3167,0.9848,0.9846,1.0037,0.1647,0.2132,0.1681,0.1444,0.1186,0.1330,600
E,0.5824,0.6114,0.5377,0.4196,0.4412,0.4206,0.5675,0.5441,0.5260,0.5111,0.5275,0.5063,600
F,0.1450,0.1439,0.1396,0.1232,0.1264,0.1280,0.1295,0.1329,0.1293,0.1310,0.1348,0.1308,600
G,0.1192,0.1193,0.1178,0.4286,0.4325,0.4169,0.1101,0.1103,0.1087,0.1045,0.1027,0.1101,600
H,0.1500,0.1614,0.1578,0.1079,0.1064,0.1057,0.1137,0.1146,0.1175,0.1548,0.1543,0.1455,600
