, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1232,0.1235,0.1256,0.1130,0.1125,0.1135,0.1067,0.1085,0.1080,0.1070,0.1058,0.1083,600
B,0.0964,0.0968,0.1013,0.0978,0.0968,0.0970,0.1046,0.1047,0.1066,0.1045,0.1051,0.1068,600
C,0.1003,0.1001,0.1006,0.0988,0.0975,0.0978,0.0987,0.1000,0.0983,0.0991,0.0981,0.1018,600
D,0.1099,0.1074,0.1050,0.1047,0.1048,0.1035,0.1098,0.1051,0.1034,0.1093,0.1119,0.1131,600
E,0.1825,0.1945,0.1685,0.1388,0.1323,0.1291,0.1360,0.1286,0.1244,0.1157,0.1122,0.1148,600
F,0.1086,0.1127,0.1067,0.1030,0.1008,0.0996,0.0984,0.1029,0.0994,0.1016,0.1031,0.1014,600
G,0.1099,0.1174,0.1164,0.1164,0.1131,0.1160,0.1151,0.1145,0.1120,0.1098,0.1068,0.1127,600
H,0.1097,0.1121,0.1084,0.1043,0.1109,0.1100,0.1183,0.1156,0.1108,0.1055,0.1077,0.1073,600
