, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0939,0.0898,0.0906,1.0950,1.0721,1.0641,1.0787,1.0822,1.0673,1.0810,1.1238,1.2362,600
B,0.1041,0.1031,0.1143,1.0431,1.0511,1.0699,1.0054,0.8799,1.4278,0.8616,0.9543,0.9682,600
C,0.6168,0.6411,0.7165,0.7850,0.7977,0.8024,0.7278,0.7903,0.7590,0.6523,0.6768,0.6831,600
D,0.1300,0.1073,0.1071,0.7570,0.7572,0.6914,0.7604,0.7789,0.7678,0.7257,0.7218,0.6668,600
E,0.3674,0.3792,0.3483,0.5880,0.4428,0.5879,0.2944,0.2935,0.2844,0.2163,0.2344,0.2347,600
F,0.9504,0.9158,0.9505,1.0900,1.0820,1.1079,1.0871,1.0678,1.0454,0.9966,1.0001,1.0373,600
G,0.8843,1.0205,1.0409,0.6915,0.7281,0.7317,0.7486,0.8839,0.7906,0.7488,0.7161,0.7757,600
H,0.0943,0.1591,0.1078,1.3064,1.2817,1.1162,0.7354,0.8296,0.7739,0.7140,0.7749,0.6969,600
