, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.5200,0.5295,0.5079,0.0999,0.0983,0.0991,0.0866,0.0864,0.0933,0.0893,0.1405,0.0904,600
B,0.3651,0.3700,0.3808,0.1017,0.1000,0.0978,0.0916,0.0921,0.0877,0.0872,0.1471,0.0896,600
C,0.2798,0.2804,0.2798,0.0956,0.0950,0.0941,0.3018,0.0871,0.0895,0.0918,0.1377,0.0927,600
D,0.5756,0.5815,0.5730,0.1096,0.1054,0.1080,0.0929,0.0926,0.0880,0.0878,0.5895,0.0922,600
E,0.6471,0.6284,0.6655,0.1195,0.1196,0.1257,0.0893,0.0913,0.0887,0.0905,0.1012,0.0921,600
F,0.5831,0.5936,0.5944,0.1276,0.1310,0.1325,0.0915,0.0910,0.0923,0.0965,0.5680,0.1007,600
G,0.4426,0.4243,0.4418,0.1064,0.1064,0.1048,0.2322,0.0928,0.0898,0.0932,0.0991,0.0963,600
H,0.4848,0.5009,0.4857,0.1153,0.1065,0.1091,0.0952,0.0955,0.0960,0.0927,0.0930,0.0888,600
