, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0913,0.0905,0.0899,1.0850,1.0582,1.0467,1.0718,1.0800,1.0666,1.0894,1.1368,1.2541,600
B,0.1064,0.1045,0.1148,1.0388,1.0416,1.0593,0.9966,0.9171,0.9841,0.9103,1.0165,0.8394,600
C,0.6038,0.6226,0.7176,0.7742,0.7905,0.7919,0.7242,0.7925,0.7487,0.6452,0.6642,0.6704,600
D,0.1132,0.1052,0.1158,0.7334,0.7351,0.6445,0.7430,0.7474,0.7362,0.6999,0.6999,0.5819,600
E,0.3608,0.3724,0.3424,0.5784,0.4348,0.5671,0.2916,0.2800,0.2920,0.2168,0.2350,0.2333,600
F,0.8833,0.8683,0.9106,1.0949,1.0751,1.1009,1.0782,1.0379,0.9913,0.9532,0.9556,0.9771,600
G,0.8098,1.0101,1.0361,0.7173,0.7166,0.7374,0.7292,0.8513,0.7863,0.7554,0.7209,0.7863,600
H,0.0952,0.1678,0.1083,1.1228,1.2964,1.0483,0.7170,0.8101,0.7529,0.6904,0.7499,0.6732,600
