, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.4797,0.4855,0.4791,0.0978,0.0971,0.0977,0.0876,0.0871,0.0941,0.0914,0.1499,0.0986,600
B,0.4192,0.4427,0.4449,0.1032,0.1018,0.0995,0.0924,0.0937,0.0882,0.0902,0.1488,0.0954,600
C,0.2832,0.2868,0.2883,0.0955,0.0951,0.0943,0.2641,0.0882,0.0897,0.0933,0.1417,0.0967,600
D,0.4792,0.4766,0.4816,0.1123,0.1077,0.1095,0.0934,0.0924,0.0876,0.0891,1.2482,0.0939,600
E,0.3836,0.5053,0.5561,0.1140,0.1136,0.1223,0.0895,0.0905,0.0876,0.0904,0.0983,0.0924,600
F,0.7489,0.7389,0.7475,0.1685,0.1756,0.1738,0.0913,0.0907,0.0920,0.0986,1.7166,0.1031,600
G,0.4108,0.3928,0.3999,0.1025,0.1006,0.1020,0.1747,0.0932,0.0901,0.0942,0.1053,0.0999,600
H,0.6205,0.6225,0.6176,0.1170,0.1032,0.1043,0.0931,0.0940,0.0968,0.0980,0.0976,0.0971,600
