, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1.3548,1.3180,1.3352,1.3171,1.2943,1.3063,1.2755,1.2527,1.2796,1.0288,0.9933,1.0726,600
B,0.0960,0.0964,0.1007,0.0973,0.0967,0.1003,0.0986,0.0979,0.0988,0.0979,0.1016,0.0979,600
C,1.1611,1.1460,1.1188,0.6916,0.4124,0.1538,0.5842,0.7527,1.1576,0.1230,0.1377,0.1069,600
D,1.2864,1.2401,1.4226,1.4148,1.4061,1.4081,1.4284,1.4076,1.4452,1.3140,1.1309,1.1860,600
E,0.7295,0.7437,0.9872,0.9789,0.9180,0.9368,0.8854,0.8174,0.8946,0.8626,0.8228,0.6195,600
F,0.1202,0.1391,0.3343,1.3486,1.2950,1.3453,0.6492,0.6481,0.6345,0.5278,0.4080,0.1642,600
G,1.1320,1.0028,1.0370,1.1403,1.1210,1.0907,0.0965,0.0977,0.0991,0.0975,0.0969,0.1013,600
H,1.1171,1.1242,1.1784,1.5661,1.4217,1.6109,1.0057,1.0379,1.0034,0.3926,0.3651,0.3532,600
