, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.4762,0.4842,0.4758,0.0961,0.0951,0.0964,0.0867,0.0865,0.0934,0.0894,0.1507,0.0996,600
B,0.4190,0.4348,0.4486,0.1018,0.0996,0.0977,0.0902,0.0961,0.0869,0.0891,0.1534,0.0954,600
C,0.2821,0.2849,0.2862,0.0945,0.0933,0.0926,0.2837,0.0866,0.0894,0.0927,0.1487,0.0950,600
D,0.4679,0.4633,0.4737,0.1131,0.1069,0.1097,0.0942,0.0926,0.0886,0.0894,1.2463,0.0944,600
E,0.3855,0.4963,0.5478,0.1128,0.1122,0.1201,0.0900,0.0912,0.0882,0.0902,0.0981,0.0935,600
F,0.7499,0.7309,0.7416,0.1675,0.1842,0.1763,0.0927,0.0898,0.0917,0.0989,1.7342,0.1017,600
G,0.4018,0.3851,0.3927,0.1025,0.0989,0.1016,0.1977,0.0917,0.0905,0.0950,0.1060,0.1016,600
H,0.6208,0.6267,0.6241,0.1142,0.1025,0.1054,0.0934,0.0944,0.0980,0.0967,0.0958,0.0971,600
