, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1647,0.1675,0.1718,0.1155,0.1147,0.1139,0.1199,0.1215,0.1183,0.1300,0.1277,0.1325,600
B,0.0988,0.0951,0.0987,0.0967,0.0960,0.0964,0.0981,0.0982,0.1041,0.0969,0.0974,0.1051,600
C,0.1002,0.0968,0.0981,0.0959,0.0951,0.0953,0.0979,0.0993,0.0976,0.0979,0.0966,0.1025,600
D,0.2242,0.2137,0.1899,0.3079,0.3145,0.3025,0.1669,0.1642,0.1622,0.1119,0.1151,0.1208,600
E,0.4127,0.3567,0.3206,0.2672,0.2519,0.2276,0.2640,0.2420,0.2363,0.1872,0.1843,0.1907,600
F,0.1353,0.1332,0.1264,0.1066,0.1062,0.1042,0.1097,0.1143,0.1095,0.1165,0.1153,0.1149,600
G,0.1223,0.1233,0.1211,0.1797,0.1749,0.1784,0.1137,0.1143,0.1120,0.1068,0.1053,0.1124,600
H,0.1130,0.1233,0.1201,0.1091,0.1103,0.1106,0.1201,0.1206,0.1233,0.1220,0.1195,0.1089,600
