, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1.2099,1.4245,1.4212,1.4428,1.3994,1.3742,1.3059,1.2722,1.2879,1.0513,1.0279,1.1116,600
B,0.0974,0.0977,0.1013,0.0987,0.0970,0.0999,0.0986,0.0981,0.0996,0.0988,0.1024,0.0973,600
C,1.0242,1.2084,1.2563,1.4352,1.3850,0.0993,1.2058,1.1310,1.1639,0.2913,0.3788,0.2006,600
D,1.3259,1.2402,1.3988,1.4080,1.4009,1.3953,1.4147,1.3953,1.3902,1.1547,1.1173,1.1958,600
E,0.7182,0.7377,0.9187,0.9812,0.9091,0.9273,0.8747,0.8063,0.8762,0.8359,0.6693,0.6115,600
F,0.1191,0.1486,0.1575,1.2556,1.2198,1.2747,0.6548,0.6575,0.6384,0.5095,0.2630,0.1575,600
G,1.1196,0.9648,0.9760,1.1555,1.1457,1.1501,0.0956,0.0984,0.1000,0.0981,0.0966,0.0989,600
H,1.0947,1.1228,1.1729,1.6326,1.4789,1.6775,0.9295,0.9580,0.9416,0.8199,0.7672,0.7659,600
