, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.4701,0.4913,0.4651,0.0954,0.0957,0.0971,0.0861,0.0859,0.0918,0.0883,0.2170,0.1011,600
B,0.3852,0.4194,0.4279,0.1006,0.0986,0.0979,0.0897,0.0987,0.0869,0.0885,0.2206,0.0899,600
C,0.3062,0.2961,0.2852,0.0932,0.0931,0.0922,0.2658,0.0868,0.0883,0.0916,0.2115,0.0954,600
D,0.4011,0.4019,0.4185,0.1136,0.1081,0.1135,0.0922,0.0920,0.0881,0.0897,1.2092,0.0941,600
E,0.3690,0.3442,0.4971,0.1097,0.1102,0.1174,0.0895,0.0909,0.0874,0.0890,0.0964,0.0932,600
F,0.7383,0.6946,0.7092,0.1917,0.1964,0.1939,0.0903,0.0899,0.0915,0.6247,1.7008,0.0991,600
G,0.3951,0.3833,0.3903,0.1005,0.0974,0.1006,0.2058,0.0911,0.0906,0.0932,0.1056,0.1002,600
H,0.6336,0.6532,0.6481,0.1116,0.1001,0.1045,0.0911,0.0911,0.0985,0.0969,0.0983,0.0918,600
