, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0962,0.0938,0.0932,0.2173,0.2209,0.2290,0.9935,0.9839,0.9675,1.0751,1.0388,1.0449,600
B,0.1018,0.1012,0.1099,0.8369,0.8378,0.8555,1.1382,1.1840,1.1877,1.0981,1.1288,1.1547,600
C,0.4685,0.4609,0.4591,0.3924,0.3962,0.3810,0.8148,0.8621,0.8597,0.7344,0.7688,0.7968,600
D,0.1116,0.1059,0.1051,0.2953,0.3214,0.2992,0.9524,0.9279,0.9121,0.9065,0.9304,0.9702,600
E,0.4819,0.4923,0.4550,0.5148,0.5048,0.5115,0.1334,0.1288,0.1269,0.1203,0.1203,0.1213,600
F,1.0198,0.9165,1.0265,0.3247,0.3196,0.3329,0.9259,0.9653,0.9582,0.9387,0.9155,0.9808,600
G,0.9276,0.9280,0.9303,0.4390,0.4798,0.5114,0.3845,0.3560,0.3620,0.4198,0.4187,0.4371,600
H,0.0948,0.1054,0.1060,0.1176,0.1182,0.1138,0.7455,0.7486,0.7643,0.7940,0.8061,0.7473,600
