, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1.1326,1.3731,1.3792,1.3818,1.3410,1.3215,1.2729,1.2396,1.2608,1.0235,1.0016,1.0840,600
B,0.0983,0.0979,0.1012,0.0986,0.0969,0.1004,0.0991,0.0991,0.0995,0.0988,0.1018,0.0982,600
C,1.0059,1.2049,1.2693,1.4145,1.3642,0.0993,1.1807,1.1018,1.1440,0.3737,0.4848,0.2493,600
D,1.2963,1.2141,1.3572,1.3721,1.3616,1.3644,1.3886,1.3602,1.3513,1.1189,1.0950,1.1699,600
E,0.7205,0.7376,0.9006,0.9823,0.9074,0.9284,0.8709,0.8043,0.8768,0.8323,0.6625,0.6117,600
F,0.1241,0.1498,0.1605,1.2424,1.2107,1.2708,0.6351,0.6307,0.6158,0.4889,0.2309,0.1548,600
G,1.0877,0.9257,0.9351,1.1266,1.1171,1.1199,0.0963,0.0988,0.1034,0.0982,0.0967,0.1003,600
H,1.0914,1.1175,1.1659,1.6158,1.4462,1.6577,0.9155,0.9427,0.9415,0.8738,0.8177,0.8170,600
