, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.2065,0.2086,0.2139,1.3351,1.3249,1.3251,0.1323,0.1317,0.1309,1.0928,1.1346,1.1261,600
B,0.0969,0.0926,0.0967,0.0938,0.0935,0.0940,0.0965,0.0960,0.0985,0.0945,0.0949,0.1033,600
C,0.0996,0.0970,0.1000,0.1004,0.1023,0.1026,0.1051,0.1035,0.1003,0.0996,0.0976,0.1047,600
D,0.4753,0.4294,0.4025,1.2001,1.1961,1.2175,0.2826,0.3098,0.2906,0.2056,0.1539,0.1512,600
E,0.4679,0.5130,0.4595,0.8298,0.9340,0.8823,0.6551,0.6232,0.5902,0.6099,0.6027,0.6214,600
F,0.1898,0.2323,0.2602,0.1968,0.2003,0.2154,0.2953,0.2952,0.2943,0.2261,0.2306,0.2159,600
G,0.1161,0.1133,0.1143,1.0130,0.9994,1.0064,0.1038,0.1055,0.1054,0.1027,0.0996,0.1068,600
H,0.1749,0.1839,0.1814,0.2009,0.2044,0.2060,0.1222,0.1227,0.1255,0.9145,0.9033,0.9377,600
