, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0940,0.0888,0.0901,1.1093,1.0906,1.0907,1.0967,1.0975,1.0834,1.0952,1.1256,1.2276,600
B,0.1020,0.1020,0.1134,1.0522,1.0612,1.0807,1.1251,1.1245,1.1718,0.8060,0.9651,1.3555,600
C,0.6371,0.6736,0.7352,0.7737,0.7915,0.7915,0.7181,0.7773,0.7590,0.6656,0.6840,0.6876,600
D,0.1203,0.1065,0.1072,0.7860,0.7896,0.7344,0.7738,0.7966,0.7908,0.7501,0.7304,0.7304,600
E,0.3754,0.3880,0.3559,0.5926,0.4505,0.6143,0.3210,0.2860,0.2792,0.2182,0.2350,0.2275,600
F,1.0049,0.9776,1.0027,1.0891,1.0834,1.1210,1.1032,1.0989,1.0931,1.0487,1.0436,1.1011,600
G,0.9471,1.0360,1.0625,0.6305,0.6711,0.6741,0.7802,0.9302,0.8065,0.7551,0.7208,0.7682,600
H,0.0937,0.1530,0.1078,1.2551,1.2349,1.2080,0.7571,0.8569,0.7932,0.7401,0.8021,0.7264,600
