, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.2156,0.2159,0.2197,1.3400,1.3420,1.3305,0.1499,0.1486,0.1469,1.1135,1.1435,1.2118,600
B,0.0970,0.0927,0.0962,0.0939,0.0929,0.0936,0.0967,0.0964,0.0984,0.0943,0.0947,0.1033,600
C,0.1001,0.0975,0.0998,0.1007,0.1022,0.1027,0.1118,0.1031,0.1004,0.0990,0.0975,0.1070,600
D,0.4951,0.4439,0.4143,1.2402,1.2237,1.2476,0.2978,0.3196,0.3000,0.1534,0.1569,0.1382,600
E,0.4615,0.5065,0.4500,0.8267,0.9328,0.8710,0.6419,0.6224,0.5868,0.5976,0.5884,0.6080,600
F,0.1975,0.2493,0.2811,0.2074,0.2368,0.2435,0.3223,0.3230,0.3206,0.2486,0.2570,0.2382,600
G,0.1169,0.1130,0.1141,1.0596,1.0396,1.0372,0.1035,0.1049,0.1044,0.1016,0.0986,0.1049,600
H,0.1822,0.1878,0.1842,0.3282,0.3399,0.3436,0.1239,0.1234,0.1256,0.9236,0.9232,0.9366,600
