, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1.1767,1.1443,1.1291,1.1660,1.1437,1.1224,1.1580,1.1669,1.2494,0.1239,0.1207,0.1235,600
B,0.0952,0.0936,0.0968,0.0947,0.0947,0.0987,0.0957,0.0955,0.0969,0.0965,0.0987,0.0965,600
C,0.1008,0.1019,0.1098,0.1314,0.1079,0.0968,0.1117,0.1102,0.1061,0.1055,0.1140,0.1003,600
D,1.2423,1.2306,1.2444,1.1518,1.1504,1.1703,1.2929,1.2865,1.3311,1.1182,1.1139,1.1527,600
E,0.8661,0.9154,0.9225,0.8729,0.8297,0.8397,0.7111,0.7228,0.7058,0.3942,0.4178,0.4364,600
F,0.1178,0.1231,0.1237,0.2400,0.2291,0.2348,0.2074,0.1956,0.2133,0.1566,0.1352,0.1287,600
G,0.5536,0.5675,0.5663,0.8993,0.9170,0.9005,0.1002,0.0990,0.1019,0.1010,0.1001,0.1037,600
H,0.6640,0.6491,0.5969,0.6448,0.5481,0.6623,0.9054,0.9124,0.9306,0.1087,0.1001,0.0937,600
