, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1.3620,1.3097,1.3366,1.2829,1.2619,1.2853,1.2773,1.2548,1.2865,0.9518,0.9126,0.9553,600
B,0.0973,0.0971,0.1006,0.0983,0.0977,0.1007,0.0992,0.0986,0.0994,0.0980,0.1018,0.0965,600
C,0.2941,0.2439,0.3648,0.3593,0.3262,0.2784,0.3324,0.3264,0.3520,0.2162,0.1195,0.1018,600
D,1.2886,1.2719,1.4244,1.4243,1.4131,1.4141,1.4280,1.4179,1.4552,1.3505,1.2325,1.1917,600
E,0.7455,0.7912,0.9994,0.9951,0.9325,0.9529,0.8853,0.8357,0.9024,0.8705,0.8800,0.6325,600
F,0.1235,0.1466,0.3576,1.3395,1.3086,1.3255,0.6251,0.6313,0.6248,0.5029,0.3989,0.1620,600
G,1.1619,1.0695,1.2853,1.2491,1.2353,1.2316,0.2797,0.2206,0.1165,0.1003,0.0983,0.1028,600
H,1.1285,1.1273,1.1604,1.5456,1.3899,1.5677,1.0449,1.0726,1.0596,0.2779,0.2540,0.2446,600
