, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.4579,0.4879,0.4509,0.0942,0.0932,0.0970,0.0859,0.0842,0.0900,0.0870,0.2387,0.1048,600
B,0.2972,0.4106,0.3996,0.0990,0.0974,0.0969,0.0886,0.0937,0.0854,0.0880,0.2430,0.0935,600
C,0.4443,0.2903,0.2789,0.0918,0.0914,0.0904,0.2306,0.0854,0.0877,0.0906,0.2346,0.0950,600
D,0.3479,0.3459,0.3665,0.1071,0.1057,0.1068,0.0880,0.0904,0.0872,0.0880,1.1821,0.0934,600
E,0.3557,0.3328,0.3645,0.1071,0.1081,0.1123,0.0900,0.0899,0.0851,0.0879,0.0942,0.0929,600
F,0.7467,0.6842,0.7041,0.2003,0.2080,0.2114,0.0867,0.0884,0.0893,1.0369,1.6160,0.0961,600
G,0.3843,0.3691,0.3783,0.0991,0.0951,0.0993,0.1842,0.0904,0.0865,0.0906,0.1015,0.1040,600
H,0.5797,0.6466,0.6205,0.1089,0.0954,0.1022,0.0870,0.0926,0.0995,0.0946,0.0999,0.1011,600
