, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.2001,0.2036,0.2127,0.1830,0.1866,0.1803,0.1244,0.1258,0.1241,0.5606,0.5512,0.5784,600
B,0.0981,0.0933,0.0960,0.0944,0.0938,0.0944,0.0950,0.0961,0.0989,0.0946,0.0951,0.1030,600
C,0.1005,0.0962,0.0979,0.0973,0.0963,0.0963,0.0994,0.0989,0.0965,0.0966,0.0947,0.1018,600
D,0.3782,0.3483,0.3429,1.0197,0.9976,1.0212,0.1752,0.2319,0.1926,0.1544,0.1263,0.1487,600
E,0.6112,0.6463,0.5954,0.4962,0.5197,0.4903,0.6023,0.5957,0.5683,0.5694,0.5939,0.5639,600
F,0.1481,0.1493,0.1465,0.1229,0.1253,0.1273,0.1344,0.1391,0.1353,0.1338,0.1358,0.1350,600
G,0.1195,0.1193,0.1178,0.5012,0.5129,0.4936,0.1092,0.1093,0.1075,0.1037,0.1029,0.1102,600
H,0.1571,0.1670,0.1628,0.1082,0.1076,0.1061,0.1146,0.1155,0.1171,0.1820,0.1822,0.1729,600
