, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1.3645,1.3152,1.3441,1.2804,1.2607,1.2896,1.2808,1.2527,1.2869,0.9265,0.8873,0.9196,600
B,0.0966,0.0966,0.1004,0.0979,0.0973,0.1006,0.0992,0.0984,0.0995,0.0985,0.1022,0.0980,600
C,0.2069,0.1801,0.3407,0.3565,0.3219,0.2789,0.3145,0.3273,0.3175,0.2398,0.1172,0.1020,600
D,1.2897,1.2833,1.4216,1.4322,1.4152,1.4232,1.4367,1.4202,1.4513,1.3494,1.2453,1.1917,600
E,0.7470,0.7966,1.0027,0.9913,0.9293,0.9554,0.8807,0.8331,0.8956,0.8728,0.8770,0.6335,600
F,0.1230,0.1535,0.3580,1.3698,1.3151,1.5815,0.6134,0.6244,0.6285,0.5153,0.4064,0.1662,600
G,1.1630,1.0761,1.2873,1.2329,1.2244,1.2151,0.2837,0.2402,0.1418,0.1196,0.1146,0.1030,600
H,1.1299,1.1231,1.1497,1.5359,1.3824,1.5549,1.0471,1.0743,1.0637,0.2616,0.2404,0.2335,600
