, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1009,0.1009,0.0983,0.1049,0.1033,0.1060,0.1189,0.1231,0.1197,0.1193,0.1175,0.1175,600
B,0.1053,0.1061,0.1125,0.1142,0.1132,0.1139,0.1141,0.1180,0.1110,0.1125,0.1155,0.1123,600
C,0.1009,0.0958,0.0986,0.0965,0.0958,0.0958,0.0981,0.0981,0.1004,0.1015,0.0985,0.0971,600
D,0.1014,0.0990,0.0970,0.0936,0.0951,0.0960,0.1072,0.1009,0.1262,0.1285,0.1016,0.1013,600
E,0.1177,0.1107,0.1041,0.1281,0.1245,0.1218,0.1446,0.1170,0.1558,0.1664,0.1122,0.1098,600
F,0.1134,0.1093,0.1070,0.1039,0.1037,0.1047,0.1029,0.1012,0.1190,0.1243,0.1013,0.1041,600
G,0.1070,0.1076,0.1080,0.1155,0.1118,0.1136,0.1111,0.1137,0.1087,0.1080,0.1120,0.1091,600
H,0.1011,0.1032,0.1005,0.1016,0.1015,0.1024,0.1189,0.1189,0.1133,0.1102,0.1108,0.1119,600
