, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0407,0.0372,0.0376,0.0416,0.0383,0.0376,0.0378,0.0383,0.0431,0.0457,0.0362,0.0389,OD600:600
B,0.0368,0.0493,0.0492,0.0505,0.0465,0.0558,0.0432,0.0469,0.0481,0.0484,0.0377,0.0378,OD600:600
C,0.0390,0.0505,0.0661,0.0513,0.0460,0.0431,0.0475,0.0479,0.0483,0.0473,0.0385,0.0377,OD600:600
D,0.0369,0.0516,0.0516,0.0492,0.0409,0.0422,0.0444,0.0477,0.0485,0.0463,0.0409,0.0375,OD600:600
E,0.0397,0.0510,0.0539,0.0500,0.0429,0.0421,0.0439,0.0466,0.0466,0.0605,0.0372,0.0380,OD600:600
F,0.0445,0.0520,0.0536,0.0513,0.0418,0.0519,0.0433,0.0469,0.0464,0.0461,0.0380,0.0386,OD600:600
G,0.0380,0.0542,0.0580,0.0522,0.0418,0.0413,0.0444,0.0463,0.0458,0.0562,0.0372,0.0442,OD600:600
H,0.0375,0.0386,0.0383,0.0408,0.0366,0.0371,0.0380,0.0422,0.0396,0.0388,0.0460,0.0373,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,1500,1600,2100,0000,0000,4700,6000,4000,3000,0000,9000,479,520
B,0000,2100,3200,4600,1900,1600,0000,2400,1800,2300,1000,8000,479,520
C,0000,0000,2100,3300,0000,8000,0000,1300,0000,7000,9000,1100,479,520
D,0000,3900,3600,3900,0000,0000,0000,3800,4000,2200,1000,0000,479,520
E,3000,6400,3800,5100,2000,4000,1100,2100,2000,1300,5000,9000,479,520
F,1500,2500,6000,4000,5000,3000,8000,2300,1700,1000,1400,0000,479,520
G,6000,4400,3100,3600,4000,0000,1400,0000,1800,1900,2000,3000,479,520
H,3900,2600,0000,0000,0000,1200,0000,1300,1000,5000,8000,4000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3500,2000,2100,0000,0000,3600,2100,1000,5700,2000,1700,2000,579,616
B,0000,2700,1000,3400,9100,9400,4200,3200,1500,3900,9000,0000,579,616
C,3200,2300,1500,1100,9500,7900,4800,7700,4600,3500,3100,1500,579,616
D,1200,1000,1000,0000,6800,7800,8600,5500,4100,5400,1000,1200,579,616
E,5400,7000,1900,7000,8400,8200,9000,3600,5900,4800,3300,4000,579,616
F,1000,2900,0000,2500,7000,5100,1020,5500,4600,4700,1300,0000,579,616
G,2600,2700,2200,2500,6600,3300,6200,2900,6800,6300,1600,0000,579,616
H,1500,0000,2000,1300,1800,2200,1200,2000,2500,2100,3400,5000,579,616
