, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1015,0.1192,0.0808,0.0869,0.0831,0.0866,0.0917,0.0945,0.0952,0.1001,0.0892,0.0817,OD600:600
B,0.0849,0.9748,1.2085,1.2754,1.0820,1.0839,1.0715,1.2667,1.2313,1.2220,0.1013,0.0889,OD600:600
C,0.0884,0.8984,0.9168,0.9716,0.7913,0.7838,0.7782,0.9601,0.9543,0.9726,0.0998,0.0917,OD600:600
D,0.0868,0.4369,0.4355,0.6534,0.5546,0.5516,0.5977,0.7058,0.7288,0.6289,0.1004,0.0942,OD600:600
E,0.0852,0.2728,0.2742,0.2911,0.4058,0.4452,0.4545,0.4779,0.4844,0.4870,0.2691,0.0951,OD600:600
F,0.0887,0.2092,0.2162,0.3258,0.3260,0.3830,0.4037,0.4277,0.4201,0.4337,0.3233,0.0985,OD600:600
G,0.0948,0.1452,0.1386,0.1423,0.1301,0.1314,0.1349,0.1553,0.1343,0.1359,0.1018,0.0981,OD600:600
H,0.0827,0.1323,0.1316,0.0971,0.0987,0.1004,0.1033,0.0959,0.0984,0.0943,0.0880,0.0842,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,6000,1060,1000,2700,0000,1300,1200,1000,1600,7000,7000,6000,479,520
B,0000,2027,2187,2290,3800,1900,0000,1658,1698,1673,6000,3000,479,520
C,0000,1528,1489,1624,0000,1600,4000,1180,1146,1161,0000,3000,479,520
D,9000,7200,7070,8480,0000,0000,0000,2690,4110,4950,0000,0000,479,520
E,1000,4010,3810,3460,0000,1200,9000,9300,8600,1010,4000,0000,479,520
F,3000,2640,2550,2050,0000,7000,0000,4400,4700,5200,5000,0000,479,520
G,0000,1070,6200,8000,3000,1300,4000,3600,3800,6300,1000,0000,479,520
H,6000,1090,1100,0000,2700,0000,1100,0000,1100,2000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,5000,2000,3400,1000,3000,1300,6000,3200,0000,0000,0000,0000,579,616
B,0000,4200,4700,4400,29535,27867,28160,7867,8200,7605,1800,1400,579,616
C,1000,1200,3800,5400,20168,19246,19324,6757,6153,6393,2300,2000,579,616
D,1900,2100,3000,1400,6528,4949,4316,1561,2051,2457,0000,6000,579,616
E,2300,6000,4300,1400,3109,2189,2018,4440,4860,6240,7000,4000,579,616
F,2700,4000,8000,2100,1980,1105,1104,2960,3320,3550,6000,4000,579,616
G,2500,2900,0000,9000,9250,7070,7140,1960,1920,2200,2300,1400,579,616
H,0000,3500,3400,2800,1200,0000,6000,5000,1700,1000,1600,1000,579,616
