, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0393,0.0371,0.0372,0.0428,0.0383,0.0371,0.0374,0.0380,0.0428,0.0460,0.0358,0.0394,OD600:600
B,0.0371,0.0443,0.0442,0.0447,0.0432,0.0435,0.0433,0.0446,0.0458,0.0466,0.0383,0.0375,OD600:600
C,0.0389,0.0459,0.0476,0.0457,0.0457,0.0431,0.0465,0.0449,0.0454,0.0443,0.0383,0.0386,OD600:600
D,0.0370,0.0450,0.0437,0.0433,0.0402,0.0427,0.0431,0.0443,0.0438,0.0428,0.0407,0.0376,OD600:600
E,0.0409,0.0445,0.0454,0.0446,0.0423,0.0415,0.0432,0.0437,0.0435,0.0500,0.0372,0.0384,OD600:600
F,0.0452,0.0450,0.0459,0.0448,0.0413,0.0500,0.0430,0.0445,0.0498,0.0427,0.0378,0.0381,OD600:600
G,0.0386,0.0482,0.0473,0.0451,0.0414,0.0410,0.0426,0.0426,0.0419,0.0529,0.0374,0.0369,OD600:600
H,0.0377,0.0385,0.0384,0.0414,0.0367,0.0377,0.0378,0.0427,0.0477,0.0386,0.0379,0.0379,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,5000,0000,2500,8000,1300,0000,0000,1100,3000,1000,0000,479,520
B,2000,2300,2000,1500,8000,2400,0000,2400,1500,3000,1400,6000,479,520
C,7000,0000,2700,2600,0000,1500,4000,1500,1300,0000,0000,0000,479,520
D,1100,0000,3200,2700,0000,0000,7000,1700,1400,1600,0000,0000,479,520
E,5000,2200,1900,3800,0000,0000,7000,1000,2500,1000,1000,0000,479,520
F,0000,3200,4000,2300,3700,0000,1300,2100,6000,1800,0000,3000,479,520
G,1500,3600,2400,1500,2000,0000,1000,2200,9000,1100,0000,8000,479,520
H,0000,2500,0000,1000,0000,8000,0000,0000,1600,1000,2000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1300,2100,0000,2100,2100,1100,3700,1800,4700,1800,1100,1500,579,616
B,2700,6000,0000,1800,8900,7300,7000,4200,4200,9700,6000,2200,579,616
C,6000,3700,1200,0000,9200,5000,6300,7600,2900,8600,1800,1700,579,616
D,2200,1000,0000,0000,6600,9300,6500,3700,2900,6100,2900,2600,579,616
E,0000,2800,1300,2300,7000,1050,7500,2100,7500,7400,1000,0000,579,616
F,1000,1700,9000,2000,1400,8400,7700,7400,3400,7700,3900,0000,579,616
G,7000,0000,1100,1300,7600,6600,1360,3800,5300,4800,0000,2300,579,616
H,3000,1900,0000,0000,0000,1200,3400,0000,4000,2300,1800,2600,579,616
