, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0864,0.0940,0.0916,0.0978,0.0942,0.1010,0.1012,0.1004,0.1051,0.0872,0.0950,0.0841,OD600:600
B,0.1007,0.6037,0.7659,0.7987,0.6609,0.6932,0.6698,0.7458,0.7321,0.7114,0.1098,0.1018,OD600:600
C,0.1025,0.5728,0.6531,0.9081,0.6963,0.7351,0.6533,0.8360,0.8542,0.8476,0.3234,0.1023,OD600:600
D,0.0993,0.3485,0.5862,0.6510,0.5060,0.4992,0.4841,0.5944,0.6195,0.5915,0.3447,0.1056,OD600:600
E,0.0993,0.1916,0.4217,0.4295,0.4146,0.4030,0.3912,0.3587,0.4446,0.3683,0.3487,0.1064,OD600:600
F,0.1059,0.1652,0.4025,0.3787,0.3799,0.3920,0.3349,0.3734,0.3991,0.3739,0.3688,0.3530,OD600:600
G,0.1065,0.1530,0.3664,0.3574,0.3608,0.3018,0.3402,0.3208,0.3644,0.3689,0.3445,0.3190,OD600:600
H,0.0886,0.2645,0.1493,0.1110,0.1114,0.1106,0.1158,0.1207,0.1181,0.1138,0.1024,0.0863,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1800,1400,3900,0000,8000,0000,0000,4000,1300,2000,0000,3000,479,520
B,0000,6770,8510,8990,1800,0000,9000,5390,5550,5200,2000,0000,479,520
C,0000,5240,5450,2460,0000,0000,3000,1420,1540,1750,0000,1400,479,520
D,0000,2830,1790,1130,1000,0000,0000,7600,7200,7000,8000,0000,479,520
E,2500,1180,5200,5600,0000,2900,8000,1000,3700,1800,0000,0000,479,520
F,7000,9000,2700,2900,0000,1500,0000,1200,1400,9000,6000,1000,479,520
G,5000,4900,2900,0000,0000,1000,1400,1400,2300,8000,4000,9000,479,520
H,5700,1500,2000,9000,0000,2000,4000,2700,0000,1000,9000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1400,1600,2500,0000,1800,1500,2100,0000,3100,2000,1200,4000,579,616
B,6000,2700,2100,3900,11919,11264,11518,4164,4323,4503,5000,0000,579,616
C,1300,0000,2400,2500,2598,2823,2655,1000,1033,1318,0000,2100,579,616
D,0000,8000,4000,0000,1131,1182,1175,3960,4430,4340,1500,8000,579,616
E,4700,1100,0000,5000,4030,4730,5420,1510,9200,1670,0000,2000,579,616
F,0000,3200,0000,6000,2780,2780,1890,1220,1080,5700,0000,1000,579,616
G,2500,7000,2200,0000,1050,1070,1030,1040,7700,1650,0000,0000,579,616
H,5000,1600,0000,4300,2500,2000,0000,1800,2200,3300,1200,1100,579,616
