, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0388,0.0369,0.0374,0.0450,0.0386,0.0373,0.0373,0.0383,0.0429,0.0458,0.0358,0.0394,OD600:600
B,0.0371,0.0433,0.0431,0.0438,0.0422,0.0430,0.0428,0.0444,0.0454,0.0459,0.0380,0.0376,OD600:600
C,0.0389,0.0452,0.0453,0.0456,0.0450,0.0429,0.0454,0.0441,0.0446,0.0437,0.0384,0.0381,OD600:600
D,0.0368,0.0443,0.0436,0.0421,0.0399,0.0419,0.0426,0.0440,0.0432,0.0414,0.0409,0.0375,OD600:600
E,0.0395,0.0436,0.0445,0.0441,0.0436,0.0409,0.0422,0.0435,0.0429,0.0487,0.0373,0.0382,OD600:600
F,0.0476,0.0443,0.0439,0.0436,0.0414,0.0486,0.0429,0.0440,0.0535,0.0423,0.0376,0.0382,OD600:600
G,0.0382,0.0465,0.0453,0.0437,0.0410,0.0406,0.0425,0.0422,0.0414,0.0523,0.0371,0.0368,OD600:600
H,0.0377,0.0385,0.0387,0.0414,0.0364,0.0373,0.0377,0.0412,0.0468,0.0385,0.0378,0.0378,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,1700,2000,1600,5000,0000,1200,2000,1100,4000,0000,2000,479,520
B,1000,0000,6000,3200,1100,0000,5000,1300,4000,2000,9000,0000,479,520
C,1400,2900,1300,2200,9000,2000,0000,1100,0000,2000,0000,4000,479,520
D,5000,0000,0000,3800,2000,1000,8000,1200,2600,1300,0000,0000,479,520
E,2000,3000,3000,1700,9000,1000,1200,1000,2200,0000,3000,2000,479,520
F,7000,4100,1600,2400,3000,3000,2000,3000,2000,9000,2000,0000,479,520
G,1700,2100,2200,3900,0000,0000,0000,1600,2000,1900,0000,5000,479,520
H,0000,0000,0000,0000,1400,0000,1500,4000,1100,0000,6000,4000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,5100,1200,0000,0000,8000,0000,2100,2700,4600,0000,2000,3500,579,616
B,3600,3600,1100,1700,8400,1230,8000,6800,6500,4200,1500,1800,579,616
C,2400,2600,1100,1000,8200,1080,9400,6400,2500,5100,1800,2400,579,616
D,2800,1500,3100,3000,1150,7300,6800,1500,7700,5600,1200,9000,579,616
E,0000,0000,4400,2600,7700,8500,1000,2800,7800,8200,0000,3500,579,616
F,0000,2100,4300,3600,6300,1140,7600,8600,3600,6300,2300,0000,579,616
G,2100,2900,1000,1100,4900,8100,8200,5600,4800,6400,2000,1800,579,616
H,5000,1100,8000,6000,2800,1700,3200,2800,1800,1200,1600,1400,579,616
