, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1011,0.1396,0.0911,0.0979,0.0937,0.0988,0.1002,0.1030,0.1019,0.2196,0.1001,0.0815,OD600:600
B,0.0928,0.9626,1.2179,1.3006,1.0808,1.0933,1.0724,1.2834,1.2243,1.2149,0.1082,0.1020,OD600:600
C,0.0994,0.7325,0.9272,0.9764,0.7857,0.7955,0.7869,0.9689,0.9727,0.9940,0.1056,0.1013,OD600:600
D,0.0990,0.4345,0.4288,0.6846,0.6060,0.5981,0.6461,0.8166,0.8090,0.7049,0.1061,0.1019,OD600:600
E,0.0953,0.2807,0.2767,0.3304,0.4596,0.4703,0.4526,0.5043,0.4992,0.5058,0.3209,0.1025,OD600:600
F,0.0992,0.2191,0.2221,0.3799,0.3850,0.4197,0.3925,0.4283,0.4419,0.4316,0.3443,0.1044,OD600:600
G,0.1043,0.1571,0.1463,0.1484,0.1369,0.1721,0.1705,0.1810,0.1408,0.1421,0.1063,0.1054,OD600:600
H,0.0817,0.1463,0.1419,0.1026,0.1037,0.1025,0.1081,0.1015,0.1038,0.1028,0.0992,0.0859,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,4000,1510,5000,2000,3000,2600,5000,8000,2000,1500,0000,1300,479,520
B,1000,1963,2155,2385,1500,1800,1200,1663,1734,1606,0000,3000,479,520
C,5000,1368,1547,1602,2800,0000,2500,1159,1194,1241,1000,3000,479,520
D,0000,8000,7500,8120,4000,1400,0000,2550,3560,4230,0000,1000,479,520
E,0000,4690,4350,2900,7000,1300,0000,7300,9700,8700,0000,3000,479,520
F,0000,3490,3100,1910,9000,4000,0000,6200,6200,5400,2500,0000,479,520
G,2000,1530,7100,1090,0000,2000,1000,5700,5500,6100,0000,6000,479,520
H,0000,1440,1080,1000,0000,0000,8000,2400,2700,0000,8000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3400,1300,1400,3600,3500,0000,7000,0000,1000,1400,2200,2100,579,616
B,0000,1300,1310,1280,28661,27284,28879,8112,9050,8458,0000,0000,579,616
C,2300,7000,7500,8300,20447,19131,18960,6761,6733,7031,1100,6000,579,616
D,7000,6600,9400,3100,5349,4162,3751,1395,1958,2242,3000,3400,579,616
E,1700,4700,5700,2500,2240,1760,1645,4930,4340,5210,1200,2100,579,616
F,2100,2400,4500,4700,1808,1260,1090,2950,3360,2800,6000,6000,579,616
G,1100,5600,2800,1500,1055,6460,7170,1700,1950,2490,7000,3800,579,616
H,0000,0000,2300,7000,2900,0000,2000,9000,1100,1300,3400,0000,579,616
