, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1016,0.1365,0.0913,0.0992,0.0939,0.0980,0.1014,0.1027,0.1027,0.1406,0.1015,0.0839,OD600:600
B,0.0921,0.9674,1.2186,1.2909,1.0863,1.0949,1.0586,1.2771,1.2262,1.2201,0.1086,0.1021,OD600:600
C,0.0990,0.8401,0.9213,0.9797,0.7930,0.7986,0.7897,0.9770,0.9659,0.9922,0.1069,0.1026,OD600:600
D,0.0970,0.4327,0.4318,0.6794,0.5726,0.5769,0.6308,0.7675,0.7914,0.6822,0.1248,0.1044,OD600:600
E,0.0986,0.2781,0.2766,0.3091,0.4331,0.4623,0.4719,0.4823,0.4998,0.4961,0.2994,0.1036,OD600:600
F,0.0963,0.2175,0.2229,0.3595,0.3655,0.4042,0.3906,0.4398,0.4212,0.4225,0.3339,0.1064,OD600:600
G,0.1030,0.1538,0.1432,0.1510,0.1531,0.1639,0.1614,0.1838,0.1582,0.1549,0.1098,0.1098,OD600:600
H,0.0825,0.1407,0.1368,0.1006,0.0999,0.1005,0.1079,0.1004,0.1026,0.1019,0.1005,0.0885,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,1570,5000,0000,7000,1900,3500,0000,0000,0000,1900,1100,479,520
B,0000,2133,2190,2522,1700,4000,2000,1806,1727,1657,9000,0000,479,520
C,4000,1604,1679,1709,1600,1900,2500,1155,1181,1216,0000,5000,479,520
D,0000,9150,8410,8730,2000,0000,2000,2770,3940,4670,1000,0000,479,520
E,1300,5070,4850,3470,7000,0000,3400,7300,9200,8700,0000,0000,479,520
F,2300,4030,3460,2380,0000,8000,1600,5900,5300,4900,9000,0000,479,520
G,0000,1440,7700,1130,1000,0000,2000,5000,6000,7000,8000,2700,479,520
H,1100,1440,1310,0000,0000,0000,2200,0000,2000,0000,2100,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1600,2600,3000,2300,2600,3400,1900,1000,1300,8000,2100,3200,579,616
B,6000,1030,7500,8900,27785,27749,27874,8169,8366,7968,3500,1300,579,616
C,1300,6500,9200,1120,19662,18367,18316,6317,6356,6386,8000,2100,579,616
D,0000,5500,3800,3800,5468,4417,3989,1476,1961,2169,1000,6000,579,616
E,3200,1400,2200,1400,2321,1931,1908,4520,6590,5380,0000,0000,579,616
F,7000,0000,5000,5100,1773,1165,1028,3170,2930,2570,0000,3300,579,616
G,1600,0000,3200,2700,9970,7670,5940,2710,2070,2360,2500,2700,579,616
H,0000,3600,1800,0000,5000,4600,2700,2200,1000,1900,3200,0000,579,616
