, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0560,0.0384,0.0370,0.0394,0.0376,0.0369,0.0376,0.0451,0.0377,0.0423,0.0364,0.0376,OD600:600
B,0.0384,0.2084,0.2048,0.2455,0.0736,0.0732,0.0713,0.1652,0.1553,0.1571,0.0383,0.0374,OD600:600
C,0.0394,0.2117,0.2020,0.2297,0.0653,0.0648,0.0633,0.1532,0.1532,0.1494,0.0380,0.0381,OD600:600
D,0.0369,0.2100,0.2201,0.2228,0.0545,0.0538,0.0554,0.1455,0.1418,0.1394,0.0376,0.0372,OD600:600
E,0.0386,0.1217,0.1200,0.1207,0.0518,0.0519,0.0520,0.1107,0.1122,0.1191,0.0375,0.0381,OD600:600
F,0.0387,0.0799,0.0787,0.0822,0.0499,0.0529,0.0514,0.0751,0.0770,0.0783,0.0378,0.0379,OD600:600
G,0.0386,0.0569,0.0560,0.0562,0.0491,0.0464,0.0467,0.0513,0.0513,0.0531,0.0371,0.0363,OD600:600
H,0.0371,0.0455,0.0433,0.0387,0.0366,0.0385,0.0363,0.0372,0.0363,0.0380,0.0373,0.0386,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2900,9000,0000,0000,0000,0000,6000,0000,1600,1700,4000,0000,479,520
B,2000,3660,3140,4260,5000,2100,3000,2000,2070,1970,6000,8000,479,520
C,5000,3680,3110,3650,6000,0000,0000,2090,2050,1830,2000,0000,479,520
D,3000,3760,3580,3900,0000,0000,1000,2120,1920,2150,5000,0000,479,520
E,1000,2500,2070,2270,0000,0000,0000,1380,1360,1460,1000,2000,479,520
F,7000,1580,1500,1480,4000,3000,0000,8500,9800,9300,0000,0000,479,520
G,5000,8400,5200,1000,0000,3400,3000,6400,5200,4800,0000,2500,479,520
H,2800,2800,0000,0000,5000,0000,5000,1000,2000,1600,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,4400,3100,2300,3200,0000,0000,1300,1600,2900,0000,0000,1700,579,616
B,0000,1100,2400,1500,4010,4050,4220,4830,2090,2890,3000,1900,579,616
C,2700,2000,4000,4000,2660,2380,2410,2190,1570,1670,2000,0000,579,616
D,1800,2900,1000,4700,1930,1490,1660,1370,1190,1900,3000,9000,579,616
E,0000,3000,3700,0000,1110,1440,1190,6400,9900,5500,6000,4000,579,616
F,0000,4500,2500,3700,1140,1770,1290,1100,2900,8600,2300,1600,579,616
G,5000,3700,1600,1400,1840,1420,1530,9700,9100,1050,0000,1800,579,616
H,2900,4000,2000,0000,0000,8000,1300,1600,3000,6000,7000,2900,579,616
