, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1016,0.1194,0.0819,0.0843,0.0811,0.0841,0.0859,0.0909,0.0903,0.0949,0.0843,0.0809,OD600:600
B,0.0855,0.9741,1.2047,1.2658,1.0608,1.0747,1.0582,1.2591,1.2242,1.2166,0.0995,0.0856,OD600:600
C,0.0874,0.8917,0.9106,0.9634,0.7859,0.7774,0.7670,0.9489,0.9455,0.9633,0.0992,0.0874,OD600:600
D,0.0851,0.4363,0.4332,0.6494,0.5514,0.5504,0.5995,0.6945,0.7226,0.6308,0.1003,0.0905,OD600:600
E,0.0846,0.2719,0.2723,0.2904,0.4087,0.4410,0.4499,0.4786,0.4893,0.4856,0.2772,0.0915,OD600:600
F,0.0882,0.2073,0.2158,0.3253,0.3212,0.3796,0.3997,0.4168,0.4204,0.4304,0.3260,0.0963,OD600:600
G,0.0943,0.1423,0.1362,0.1404,0.1278,0.1340,0.1348,0.1594,0.1333,0.1354,0.1016,0.0974,OD600:600
H,0.0824,0.1271,0.1281,0.0943,0.0981,0.0927,0.0989,0.0939,0.0949,0.0913,0.0843,0.0847,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2500,1000,0000,0000,0000,1200,0000,1000,0000,1100,0000,0000,479,520
B,6000,1992,2156,2378,1500,1500,1200,1707,1738,1665,1000,1300,479,520
C,0000,1471,1521,1666,3600,2300,5000,1157,1171,1165,2100,0000,479,520
D,0000,7460,7440,8620,0000,2100,0000,2810,4180,4700,1000,0000,479,520
E,1000,4200,3750,3170,1900,0000,7000,9200,1100,1020,4000,7000,479,520
F,1300,2690,2600,2030,0000,1100,1000,6400,5400,5100,0000,2000,479,520
G,0000,9800,8200,8600,1700,1400,1000,4900,5700,5400,7000,8000,479,520
H,0000,1290,7700,1100,2100,1100,1500,0000,5000,0000,4000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,7000,1400,2800,1000,1800,2900,4100,1200,3100,1000,2300,4200,579,616
B,2200,4800,2700,9600,29763,27497,29216,8216,8765,7906,2100,6000,579,616
C,2400,3200,2800,6500,21301,19425,19648,6530,6362,6331,2600,1200,579,616
D,1000,0000,2600,1600,6523,4918,4324,1601,2098,2539,9000,7000,579,616
E,7000,0000,3200,0000,2939,2350,2275,5630,5340,5720,2000,7000,579,616
F,2900,2600,1500,5000,2030,1298,1091,3300,2830,3800,1500,2700,579,616
G,1500,0000,4000,1000,9510,7190,6960,2160,1850,2360,1300,2300,579,616
H,2200,1000,2700,5900,1100,1100,1500,3400,1100,6000,9000,9000,579,616
