, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1004,0.1241,0.0881,0.0949,0.0915,0.0968,0.0987,0.1030,0.1020,0.1055,0.0962,0.0827,OD600:600
B,0.0890,1.0257,1.1373,1.2402,0.9787,0.9805,0.9700,1.2428,1.2384,1.1974,0.1070,0.1001,OD600:600
C,0.0976,0.8349,0.8348,0.9544,0.7117,0.7147,0.7081,0.9289,0.9169,0.9163,0.1049,0.1024,OD600:600
D,0.0978,0.4536,0.4497,0.5714,0.4761,0.4673,0.5089,0.5486,0.5939,0.5363,0.1062,0.1039,OD600:600
E,0.0902,0.2817,0.2824,0.2989,0.3167,0.3421,0.3503,0.3936,0.3986,0.3876,0.1875,0.1035,OD600:600
F,0.0971,0.2135,0.2245,0.2507,0.2364,0.2829,0.3003,0.3351,0.3300,0.3408,0.2258,0.1050,OD600:600
G,0.1028,0.1481,0.1421,0.1453,0.1348,0.1492,0.1507,0.1667,0.1481,0.1447,0.1071,0.1051,OD600:600
H,0.0819,0.1365,0.1363,0.0997,0.1023,0.1052,0.1045,0.1002,0.1018,0.1019,0.0964,0.0866,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1800,1190,2300,2800,0000,1400,1100,1600,0000,0000,0000,1200,479,520
B,2700,2035,2088,2171,1400,2000,1500,1588,1641,1587,0000,0000,479,520
C,0000,1433,1418,1523,9000,1500,0000,1048,1111,1072,0000,8000,479,520
D,8000,7430,7360,7710,0000,1900,1100,3780,4730,4610,3000,4000,479,520
E,1200,4080,4180,3970,4000,3200,2000,1790,1640,1610,8000,0000,479,520
F,1300,2810,2740,2530,2200,1000,0000,9500,1250,1080,0000,0000,479,520
G,0000,1050,9000,9800,4000,3000,0000,6800,6500,6300,0000,1100,479,520
H,1700,9400,8800,4000,0000,1000,1200,1900,3000,0000,3000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1700,0000,9000,0000,3000,2700,4500,1500,1600,9000,2900,1000,579,616
B,0000,1700,2300,1100,23069,23165,23752,6921,6555,6315,0000,0000,579,616
C,0000,0000,5000,5000,17404,16664,16488,4597,4849,4623,1300,2500,579,616
D,4000,3700,5000,2300,8052,6927,5915,2003,2195,2195,0000,2100,579,616
E,0000,0000,0000,1500,4062,3627,3254,8460,8670,8370,0000,1700,579,616
F,0000,0000,0000,9000,2882,2197,1954,4920,4840,4790,0000,0000,579,616
G,2000,2500,3300,1600,9110,7080,6050,2540,2360,1630,9000,1700,579,616
H,0000,2000,3200,4800,8000,0000,2000,2000,6000,5000,2700,1500,579,616
