, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0857,0.0862,0.0869,0.0953,0.0910,0.0978,0.0947,0.0957,0.0998,0.0873,0.0879,0.0837,OD600:600
B,0.0936,0.6585,0.7610,0.7952,0.6318,0.6598,0.6362,0.7180,0.7128,0.7086,0.1063,0.0965,OD600:600
C,0.0957,0.5953,0.6560,0.9043,0.6966,0.6781,0.6534,0.8282,0.8220,0.8181,0.3245,0.0981,OD600:600
D,0.0951,0.3668,0.5875,0.6473,0.4862,0.4967,0.5010,0.5963,0.6119,0.5595,0.3499,0.1013,OD600:600
E,0.0943,0.1909,0.3948,0.3966,0.3944,0.3960,0.3948,0.3878,0.4179,0.4255,0.3175,0.1113,OD600:600
F,0.1017,0.1658,0.4072,0.3988,0.3704,0.3481,0.3557,0.3684,0.4310,0.3957,0.3484,0.3226,OD600:600
G,0.0996,0.1325,0.3656,0.3539,0.3517,0.3409,0.3501,0.3523,0.3434,0.3653,0.3461,0.3173,OD600:600
H,0.0953,0.2882,0.1416,0.1080,0.1067,0.1129,0.1118,0.1179,0.1124,0.1095,0.0900,0.0841,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1000,1000,0000,0000,6000,2400,1700,0000,7000,4000,0000,1100,479,520
B,8000,7400,8720,8980,1200,1600,7000,5490,5620,5130,0000,7000,479,520
C,0000,5560,5070,2310,0000,2400,1700,1460,1560,1990,1100,1700,479,520
D,0000,3260,1920,1250,0000,0000,0000,6200,6600,4900,1200,0000,479,520
E,1000,1280,7100,3100,0000,0000,1000,2600,1900,2200,0000,5000,479,520
F,3100,1200,2400,3900,6000,5000,1200,9000,2700,9000,0000,8000,479,520
G,0000,4300,3100,1700,1000,0000,0000,0000,1100,9000,7000,0000,479,520
H,0000,4900,1100,1200,0000,1000,0000,0000,0000,0000,4000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,5000,5000,3400,9000,2500,3500,6000,1000,3200,1100,4000,2300,579,616
B,0000,3400,3700,4000,11239,10483,10998,4313,4201,4099,9000,1500,579,616
C,1400,8000,0000,2200,2544,2483,2798,8680,1042,1201,1100,9000,579,616
D,2100,3000,0000,2400,1059,1116,1056,4850,4660,3750,4000,7000,579,616
E,3000,0000,9000,1600,5260,5070,4510,2310,1780,1430,0000,5000,579,616
F,8000,0000,0000,1100,2600,2420,2990,1190,9500,8700,0000,8000,579,616
G,1100,0000,0000,1000,1110,1420,1300,1100,5900,3600,1000,2100,579,616
H,2100,1600,1600,4700,2700,2900,2600,7000,8000,4000,1500,1900,579,616
