, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0885,0.0819,0.0830,0.0858,0.0814,0.0887,0.0844,0.0832,0.0859,0.0887,0.0851,0.0838,OD600:600
B,0.0959,1.0062,0.9778,0.9758,0.7038,0.7116,0.7013,1.0011,0.9900,1.0112,0.1037,0.1170,OD600:600
C,0.1010,0.8168,0.7975,0.7915,0.5445,0.5441,0.5297,0.8197,0.8054,0.8097,0.1054,0.0901,OD600:600
D,0.1023,0.5724,0.5737,0.5795,0.3065,0.3073,0.2944,0.5727,0.5747,0.5588,0.1037,0.0925,OD600:600
E,0.0977,0.3631,0.3724,0.3742,0.1840,0.1851,0.1824,0.3683,0.3504,0.3350,0.1147,0.0878,OD600:600
F,0.0962,0.2566,0.2482,0.2131,0.1421,0.1411,0.1489,0.2077,0.2141,0.2134,0.1123,0.0931,OD600:600
G,0.0968,0.1274,0.1364,0.1249,0.1142,0.1132,0.1114,0.1211,0.1192,0.1174,0.1033,0.0885,OD600:600
H,0.0804,0.1151,0.0895,0.0971,0.1003,0.0992,0.1001,0.0902,0.0850,0.0847,0.0814,0.0841,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,2000,3500,1000,0000,4000,0000,0000,3000,1000,3000,8000,479,520
B,0000,1344,1256,1315,2000,2700,6000,1079,1115,1105,2200,3000,479,520
C,1000,1035,9920,9120,0000,2200,0000,8060,8120,8380,1800,6000,479,520
D,0000,7030,6110,6320,0000,4000,8000,5450,5130,5110,1100,0000,479,520
E,0000,3310,3420,3080,6000,7000,0000,2500,2140,2300,0000,0000,479,520
F,2400,1910,1620,1480,0000,0000,0000,9800,1260,1220,0000,0000,479,520
G,0000,1900,4900,4500,4000,0000,2000,3600,3400,2500,6000,0000,479,520
H,4000,3700,0000,1600,2000,1200,2200,0000,1700,6000,5000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,9000,0000,2800,5200,4000,5700,1000,1000,9000,6000,3000,2000,579,616
B,1900,9200,4700,7900,16434,15221,15554,2723,2710,2693,0000,1800,579,616
C,1200,3000,2900,1020,10977,10009,9965,1592,1732,1675,1700,9000,579,616
D,1600,5000,1500,3300,5145,5625,5725,6510,8880,7860,0000,7000,579,616
E,3400,2000,1200,1000,2238,2225,2012,3580,2200,2730,1000,3200,579,616
F,2800,2000,3600,5000,1042,1029,8760,1560,2040,2010,2800,1900,579,616
G,4000,4000,2300,0000,4420,4010,4350,7700,1280,1460,1400,2300,579,616
H,0000,4000,3600,7000,3500,2300,1000,0000,2100,4000,2000,2200,579,616
