, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1025,0.1210,0.0859,0.0911,0.0878,0.0908,0.0958,0.0969,0.0981,0.1084,0.0898,0.0830,OD600:600
B,0.0856,0.9671,1.2114,1.2883,1.0987,1.0960,1.0871,1.2712,1.2300,1.2248,0.1027,0.0953,OD600:600
C,0.0947,0.8948,0.9211,0.9817,0.8096,0.8015,0.8051,0.9740,0.9679,0.9902,0.1030,0.0983,OD600:600
D,0.0920,0.4330,0.4309,0.6560,0.5629,0.5619,0.6125,0.7491,0.7643,0.6545,0.1039,0.1008,OD600:600
E,0.0885,0.2718,0.2728,0.2863,0.4125,0.4523,0.4615,0.4763,0.4904,0.4957,0.2819,0.1008,OD600:600
F,0.0922,0.2094,0.2199,0.3345,0.3405,0.3846,0.3987,0.4451,0.4239,0.4339,0.3394,0.1017,OD600:600
G,0.0992,0.1456,0.1389,0.1431,0.1311,0.1370,0.1369,0.1571,0.1361,0.1384,0.1041,0.1024,OD600:600
H,0.0826,0.1327,0.1311,0.0978,0.1004,0.0996,0.1038,0.0972,0.0997,0.0993,0.0947,0.0851,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,5000,1080,1300,1500,4000,0000,0000,1200,1400,0000,3100,2000,479,520
B,1000,1956,2170,2393,2200,9000,2400,1703,1703,1659,0000,1000,479,520
C,9000,1463,1543,1617,0000,0000,0000,1150,1190,1212,8000,1800,479,520
D,0000,7770,7410,8920,1200,0000,0000,2880,4250,4830,7000,0000,479,520
E,1400,4040,3960,3370,1000,1800,9000,9100,8700,8000,2000,0000,479,520
F,3900,3070,3240,1800,0000,1200,7000,4000,5100,5700,0000,5000,479,520
G,0000,9700,9300,1010,2700,1300,7000,5000,6500,6900,2200,0000,479,520
H,2800,1190,8500,0000,0000,9000,3100,2700,7000,0000,1300,6000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,5200,1800,3200,0000,2900,0000,0000,0000,2600,2500,1600,3000,579,616
B,1500,6700,6000,1170,27779,27746,28463,7936,8344,7992,0000,0000,579,616
C,9000,5200,8900,5100,20309,19355,19810,6474,6825,6302,0000,7000,579,616
D,6000,1200,3500,3600,6122,4526,4122,1575,2165,2595,2100,2400,579,616
E,3500,0000,1300,0000,2977,2078,2141,4860,4780,4900,0000,2800,579,616
F,0000,1100,3100,2000,1970,1275,1225,2600,3140,2790,9000,0000,579,616
G,1100,6000,6000,0000,9690,6830,7000,2200,1780,2090,9000,3500,579,616
H,3900,1800,3000,4000,2000,5000,2400,3300,4000,0000,9000,0000,579,616
