, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0403,0.0382,0.0373,0.0375,0.0380,0.0374,0.0376,0.0386,0.0427,0.0457,0.0376,0.0391,OD600:600
B,0.0374,0.6528,0.6741,0.7140,0.5244,0.6031,0.5254,0.5627,0.5806,0.5975,0.0387,0.0373,OD600:600
C,0.0399,0.5397,0.5604,0.5878,0.3659,0.3634,0.3598,0.4610,0.4482,0.4536,0.0384,0.0381,OD600:600
D,0.0367,0.3098,0.3291,0.3410,0.1864,0.1876,0.1864,0.2594,0.2764,0.2627,0.0507,0.0375,OD600:600
E,0.0385,0.1170,0.1184,0.1205,0.0904,0.0906,0.0882,0.1357,0.1747,0.1490,0.0366,0.0381,OD600:600
F,0.0449,0.0870,0.0927,0.0878,0.0601,0.0727,0.0588,0.1042,0.1041,0.1131,0.0464,0.0390,OD600:600
G,0.0407,0.0651,0.0757,0.0566,0.0452,0.0445,0.0476,0.0515,0.0511,0.0630,0.0370,0.0361,OD600:600
H,0.0374,0.0750,0.0447,0.0412,0.0363,0.0375,0.0378,0.0525,0.0374,0.0467,0.0379,0.0376,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1300,3000,0000,7000,0000,0000,2000,0000,0000,0000,6000,1900,479,520
B,0000,1133,1157,1237,1000,1200,1200,7750,7790,7630,3000,1100,479,520
C,3000,8480,8600,9150,4000,1300,1200,5630,5630,5770,6000,0000,479,520
D,0000,4090,5010,4930,1600,0000,8000,2830,3120,2940,0000,0000,479,520
E,8000,1590,1660,1800,2000,0000,6000,1390,1340,1120,5000,3000,479,520
F,0000,1150,1130,1090,7000,2000,0000,7000,6900,7200,4000,0000,479,520
G,0000,7900,5800,4500,1500,5000,1000,3600,1600,2200,0000,8000,479,520
H,0000,2400,0000,6000,1000,7000,0000,0000,1000,9000,1100,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,4100,8000,2300,3200,2500,2200,1400,1800,3600,6000,1400,0000,579,616
B,2700,0000,2000,2800,12831,12938,13303,5537,5355,5180,1400,1700,579,616
C,3200,3400,0000,1100,9568,9261,9463,3649,3124,3322,2000,2600,579,616
D,0000,9000,3800,2000,4417,4641,4715,1674,1606,1789,2300,0000,579,616
E,0000,0000,6300,1400,1905,2236,1973,5210,5770,4850,5000,2500,579,616
F,6000,3000,0000,2700,1009,1011,8890,3030,3450,4350,2400,1400,579,616
G,1200,2100,1200,0000,4390,5450,4460,2070,2450,2520,0000,2800,579,616
H,8000,0000,2600,3300,2800,3000,2000,2100,8000,4100,3200,7000,579,616
