, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1001,0.1257,0.0901,0.0956,0.0901,0.0962,0.0992,0.1021,0.1027,0.1065,0.0998,0.0832,OD600:600
B,0.0918,1.0298,1.1309,1.2347,0.9742,0.9770,0.9681,1.2401,1.2369,1.1912,0.1085,0.1027,OD600:600
C,0.1140,0.8299,0.8312,0.9494,0.7089,0.7068,0.7035,0.9268,0.9133,0.9106,0.1054,0.1049,OD600:600
D,0.0986,0.4538,0.4500,0.5380,0.4631,0.4560,0.4954,0.5354,0.5772,0.5177,0.1075,0.1058,OD600:600
E,0.0962,0.2815,0.2838,0.2820,0.3021,0.3285,0.3395,0.3801,0.3847,0.3749,0.1738,0.1051,OD600:600
F,0.0974,0.2141,0.2209,0.2320,0.2268,0.2725,0.2884,0.3225,0.3185,0.3232,0.2136,0.1052,OD600:600
G,0.1023,0.1482,0.1428,0.1461,0.1334,0.1295,0.1326,0.1482,0.1399,0.1412,0.1067,0.1054,OD600:600
H,0.0824,0.1373,0.1359,0.1009,0.1041,0.1066,0.1072,0.1009,0.1033,0.1015,0.0999,0.0856,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,1120,2800,1000,0000,5000,0000,0000,0000,0000,1200,2000,479,520
B,0000,2023,2074,2151,1900,1600,5000,1567,1597,1560,7000,0000,479,520
C,0000,1424,1420,1505,0000,9000,1200,1095,1098,1067,0000,6000,479,520
D,3600,7650,7210,8200,0000,0000,7000,3620,4700,4930,2000,0000,479,520
E,9000,4140,4270,3780,6000,0000,0000,1760,1960,1660,6000,8000,479,520
F,0000,2830,2440,2600,0000,1700,0000,1250,1300,1110,5000,3000,479,520
G,4000,1290,9200,8700,0000,4000,0000,5400,5500,6400,0000,7000,479,520
H,0000,1000,9100,2900,0000,1000,9000,0000,3000,7000,0000,2000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,6000,3500,1600,1900,0000,4000,3100,2600,0000,1100,2100,579,616
B,0000,3200,2500,5100,23311,22972,23480,6682,6161,6537,3100,2300,579,616
C,1000,1500,2200,2400,16954,16861,16743,5123,4824,4782,8000,2000,579,616
D,1700,1000,3500,2200,8505,7685,6694,1934,2196,2275,2200,2400,579,616
E,1400,0000,2500,7000,4327,3923,3243,9800,9770,9710,1600,0000,579,616
F,1600,3900,0000,1000,2848,2283,1905,5070,5340,4850,1100,0000,579,616
G,8000,0000,6000,0000,7000,6950,6480,1590,2280,2090,1100,0000,579,616
H,4500,1300,7000,1400,2600,2500,3000,1200,2700,9000,0000,2200,579,616
