, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0836,0.0828,0.0813,0.0824,0.0812,0.0899,0.0828,0.0827,0.0836,0.0889,0.0846,0.0927,OD600:600
B,0.0974,1.0147,0.9993,1.0004,0.6183,0.6292,0.6236,0.9779,0.9719,0.9693,0.1037,0.1145,OD600:600
C,0.0985,0.8113,0.7971,0.7883,0.4489,0.4506,0.4477,0.7697,0.7598,0.7629,0.0998,0.0915,OD600:600
D,0.0928,0.5457,0.5301,0.5418,0.2667,0.2677,0.2657,0.4906,0.4960,0.4731,0.1003,0.0926,OD600:600
E,0.0997,0.3499,0.3404,0.3345,0.1625,0.1625,0.1618,0.2928,0.2646,0.2626,0.1004,0.0879,OD600:600
F,0.0984,0.2150,0.1872,0.1775,0.1231,0.1222,0.1269,0.1684,0.1736,0.1723,0.1083,0.0906,OD600:600
G,0.0990,0.1266,0.1435,0.1241,0.1130,0.1118,0.1108,0.1197,0.1186,0.1159,0.1030,0.0898,OD600:600
H,0.0815,0.1146,0.0891,0.0949,0.0990,0.1015,0.1034,0.0905,0.0876,0.0835,0.0811,0.0843,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,6000,0000,0000,1000,0000,1500,9000,0000,1000,0000,4000,479,520
B,0000,1210,1223,1225,9000,1000,4000,9730,1035,9850,1200,0000,479,520
C,0000,9770,9530,9400,1000,1200,6000,7350,7650,7910,1300,7000,479,520
D,7000,6620,5990,6430,1000,1400,0000,4740,4790,4360,7000,5000,479,520
E,1900,3580,3490,3170,3000,6000,9000,2080,1840,1930,0000,1000,479,520
F,0000,1590,1210,1200,1500,0000,7000,7700,9300,9600,2000,0000,479,520
G,6000,3900,7200,4800,7000,9000,0000,3600,3400,3300,0000,1000,479,520
H,1500,0000,1400,1400,4000,5000,1100,3000,0000,0000,8000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1200,2800,1600,9000,1000,4000,7000,1900,1700,9000,5000,1400,579,616
B,3400,1900,3000,2700,11092,10915,10816,1673,1777,1747,3000,1600,579,616
C,1700,0000,2200,2700,7749,7674,8047,1003,1160,1114,1000,1100,579,616
D,1000,4400,1500,0000,4275,4317,4206,5500,6350,6160,6000,1300,579,616
E,0000,1300,4000,7000,1785,1866,1678,2880,3110,3340,1600,1200,579,616
F,3000,4000,0000,4600,8120,8910,7830,1860,1260,2050,9000,1100,579,616
G,7000,0000,0000,7000,4240,4360,3980,9500,9500,1080,1900,2000,579,616
H,0000,2600,2500,1200,1200,3900,1900,3000,1800,9000,1300,1600,579,616
