, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0567,0.0372,0.0369,0.0391,0.0376,0.0376,0.0369,0.0409,0.0376,0.0443,0.0358,0.0379,OD600:600
B,0.0386,0.0458,0.0437,0.0448,0.0424,0.0428,0.0433,0.0468,0.0440,0.0435,0.0383,0.0372,OD600:600
C,0.0389,0.0455,0.0498,0.0544,0.0444,0.0493,0.0427,0.0442,0.0445,0.0444,0.0376,0.0382,OD600:600
D,0.0373,0.0443,0.0449,0.0434,0.0408,0.0423,0.0425,0.0450,0.0428,0.0429,0.0373,0.0377,OD600:600
E,0.0457,0.0473,0.0426,0.0432,0.0416,0.0415,0.0425,0.0434,0.0426,0.0467,0.0374,0.0385,OD600:600
F,0.0379,0.0451,0.0428,0.0449,0.0405,0.0424,0.0422,0.0419,0.0430,0.0422,0.0376,0.0374,OD600:600
G,0.0386,0.0444,0.0446,0.0442,0.0442,0.0407,0.0417,0.0426,0.0423,0.0433,0.0372,0.0365,OD600:600
H,0.0376,0.0387,0.0384,0.0378,0.0368,0.0369,0.0363,0.0370,0.0366,0.0376,0.0379,0.0385,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,0000,9000,1500,2000,0000,1600,6000,2800,3000,0000,2000,479,520
B,1900,2900,2500,2700,1000,0000,0000,1900,3000,1400,1000,6000,479,520
C,3000,4000,4700,2600,0000,1100,0000,2000,9000,2400,1700,3000,479,520
D,3400,4300,5000,2800,0000,0000,1000,1000,1200,1400,4000,0000,479,520
E,0000,3800,2200,4000,1000,1000,6000,3000,3000,1400,6000,0000,479,520
F,0000,3400,2000,3600,0000,1400,0000,1300,1200,1000,1100,0000,479,520
G,1000,0000,2000,3400,0000,0000,1700,0000,2800,0000,0000,1200,479,520
H,0000,5000,0000,2700,5000,0000,1000,0000,2000,0000,2400,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3400,0000,1900,1100,1900,2200,1000,1300,8000,3100,6000,1600,579,616
B,1800,0000,0000,4000,8000,4400,7600,4560,6600,5000,3400,2000,579,616
C,2300,0000,9000,1600,1240,7800,4900,4000,2000,6800,1100,2200,579,616
D,3500,2800,9000,2200,6600,7300,9500,5300,4700,5000,2700,2000,579,616
E,2600,0000,2900,2600,1210,1230,6300,5700,2900,3500,1100,1800,579,616
F,0000,3800,1700,9000,6400,8000,7400,1900,4600,7200,3100,9000,579,616
G,0000,1900,0000,5700,1070,7000,7700,5700,8500,4800,2800,1500,579,616
H,1000,0000,5000,5700,3200,1100,1700,1600,9000,2000,1100,0000,579,616
