, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0562,0.1000,0.0366,0.0388,0.0374,0.0373,0.0373,0.0441,0.0379,0.0431,0.0366,0.0408,OD600:600
B,0.0384,0.9421,0.9222,0.9534,0.8353,0.6639,0.6613,0.9799,0.9587,0.9677,0.0388,0.0372,OD600:600
C,0.0389,0.7451,0.7520,0.7986,0.5548,0.5604,0.5546,0.7469,0.7492,0.7347,0.0378,0.0383,OD600:600
D,0.0370,0.3887,0.3849,0.4211,0.3412,0.3241,0.3390,0.3886,0.3950,0.3843,0.0376,0.0371,OD600:600
E,0.0378,0.2135,0.2149,0.2159,0.1841,0.1847,0.1853,0.2123,0.2144,0.2138,0.0375,0.0382,OD600:600
F,0.0385,0.1419,0.1436,0.1518,0.1195,0.1239,0.1205,0.1368,0.1428,0.1419,0.0375,0.0382,OD600:600
G,0.0383,0.0748,0.0698,0.0708,0.0573,0.0523,0.0536,0.0631,0.0642,0.0650,0.0373,0.0372,OD600:600
H,0.0379,0.0734,0.0668,0.0380,0.0364,0.0376,0.0359,0.0369,0.0363,0.0379,0.0372,0.0384,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1600,4800,3300,4100,2000,0000,0000,0000,4000,4000,9000,0000,479,520
B,0000,3166,3013,3120,1000,1200,1500,2420,2250,2308,1500,9000,479,520
C,1000,2436,2527,2526,2800,2300,7000,1903,1854,1920,0000,1300,479,520
D,0000,1194,1208,1265,3000,0000,1600,9080,9150,9260,0000,3000,479,520
E,6000,6780,6700,6450,2000,0000,9000,4580,4630,4590,1100,0000,479,520
F,5000,4190,4470,4530,0000,1000,0000,2870,3010,3200,0000,0000,479,520
G,4000,1620,1350,1400,1000,2000,0000,1030,1050,1030,0000,1000,479,520
H,8000,1130,1380,0000,0000,4000,0000,0000,0000,9000,6000,7000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,4500,3100,1200,2400,0000,2500,6000,1000,1300,1200,0000,4000,579,616
B,5000,5000,3200,2900,7669,7647,7503,4576,4423,4925,0000,6000,579,616
C,1700,3800,1800,1000,11363,10809,11275,4252,4066,4333,3900,0000,579,616
D,1200,2400,4000,1800,11123,10095,10338,3279,3215,2961,8000,0000,579,616
E,1000,2200,4800,1000,5811,5901,6104,1672,1814,1720,9000,1500,579,616
F,9000,2300,5000,2800,3541,3715,3791,9270,9460,1000,0000,2500,579,616
G,0000,0000,2800,2400,8900,9770,8120,2540,2590,2200,7000,0000,579,616
H,0000,1900,2000,1800,0000,3000,1600,1400,2400,0000,8000,1800,579,616
