, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0387,0.0371,0.0372,0.0374,0.0385,0.0377,0.0373,0.0382,0.0433,0.0457,0.0358,0.0389,OD600:600
B,0.0371,0.0454,0.0452,0.0461,0.0438,0.0436,0.0432,0.0449,0.0465,0.0467,0.0379,0.0376,OD600:600
C,0.0380,0.0472,0.0671,0.0470,0.0456,0.0432,0.0471,0.0454,0.0461,0.0451,0.0384,0.0381,OD600:600
D,0.0368,0.0462,0.0456,0.0449,0.0408,0.0422,0.0436,0.0451,0.0448,0.0440,0.0406,0.0378,OD600:600
E,0.0392,0.0456,0.0476,0.0455,0.0425,0.0422,0.0434,0.0441,0.0443,0.0528,0.0368,0.0385,OD600:600
F,0.0452,0.0462,0.0480,0.0465,0.0416,0.0504,0.0433,0.0444,0.0509,0.0435,0.0379,0.0380,OD600:600
G,0.0382,0.0488,0.0478,0.0471,0.0415,0.0412,0.0433,0.0433,0.0425,0.0536,0.0370,0.0366,OD600:600
H,0.0376,0.0410,0.0384,0.0412,0.0366,0.0371,0.0378,0.0423,0.0409,0.0386,0.0378,0.0373,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3000,2000,8000,2000,1000,0000,1000,0000,1700,5000,2000,0000,479,520
B,0000,1600,7000,2500,0000,1000,5000,2300,1400,1500,0000,9000,479,520
C,9000,2000,1900,1700,7000,0000,0000,9000,1900,1600,8000,7000,479,520
D,0000,2600,3600,2500,0000,5000,4000,1400,2200,1200,1000,0000,479,520
E,0000,5000,2500,3900,0000,0000,8000,8000,1200,2000,0000,0000,479,520
F,4000,2000,1700,2500,1500,5000,1000,1200,0000,1500,0000,1000,479,520
G,7000,5400,2800,4200,0000,1600,0000,6000,3000,2100,0000,6000,479,520
H,0000,0000,0000,1200,0000,0000,0000,8000,0000,0000,3000,5000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1500,2800,3000,9000,1200,2400,1000,1800,4900,1400,2900,3700,579,616
B,2100,1700,1100,2800,7400,7400,1230,5100,6600,5800,2800,8000,579,616
C,1400,3000,2600,6000,9000,1050,7200,5200,3300,3300,2900,6000,579,616
D,1000,0000,1100,2200,6400,1070,3100,6200,4300,2500,2700,1600,579,616
E,5000,2500,9000,0000,7400,1010,1240,5800,7800,6400,2000,2700,579,616
F,3000,0000,2300,2400,8900,9200,9300,3600,3800,4300,1500,1300,579,616
G,1900,1700,0000,3000,4700,4300,1120,3200,5000,4900,2600,7000,579,616
H,2000,1600,0000,1400,2000,1500,0000,1100,2700,3000,6000,1300,579,616
