, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0569,0.0373,0.0367,0.0390,0.0381,0.0374,0.0373,0.0408,0.0381,0.0434,0.0363,0.0383,OD600:600
B,0.0385,0.0464,0.0439,0.0455,0.0430,0.0431,0.0435,0.0469,0.0444,0.0441,0.0380,0.0378,OD600:600
C,0.0398,0.0460,0.0503,0.0554,0.0450,0.0498,0.0430,0.0448,0.0451,0.0442,0.0378,0.0383,OD600:600
D,0.0377,0.0445,0.0450,0.0431,0.0411,0.0422,0.0429,0.0452,0.0427,0.0429,0.0376,0.0379,OD600:600
E,0.0397,0.0528,0.0430,0.0439,0.0417,0.0423,0.0426,0.0439,0.0432,0.0475,0.0376,0.0383,OD600:600
F,0.0383,0.0455,0.0430,0.0449,0.0407,0.0427,0.0420,0.0423,0.0431,0.0429,0.0379,0.0376,OD600:600
G,0.0383,0.0453,0.0449,0.0441,0.0448,0.0406,0.0421,0.0423,0.0425,0.0435,0.0374,0.0367,OD600:600
H,0.0376,0.0390,0.0391,0.0383,0.0371,0.0373,0.0364,0.0375,0.0372,0.0381,0.0379,0.0386,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,2700,1000,1000,0000,3000,0000,1000,0000,0000,0000,2000,479,520
B,0000,1700,3000,2500,0000,0000,0000,8000,1800,2600,0000,3000,479,520
C,6000,0000,1600,1400,0000,0000,2000,9000,4000,1400,1400,1200,479,520
D,0000,1700,1200,2600,1000,0000,0000,2200,1900,1400,9000,0000,479,520
E,6000,0000,1500,3300,8000,0000,0000,0000,1400,1700,0000,9000,479,520
F,2100,3200,4000,1300,0000,8000,1200,1300,0000,2300,4000,0000,479,520
G,7000,1300,2900,1700,2000,4000,0000,1500,3300,1300,0000,1400,479,520
H,5000,0000,0000,2200,1100,6000,2100,1400,0000,2000,5000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2800,0000,1400,4100,0000,0000,1000,1000,5800,1400,1000,2300,579,616
B,3200,4800,9000,1200,7800,1070,6200,4990,5400,5000,1900,4000,579,616
C,0000,3000,0000,1900,5200,7300,1210,2900,8300,5400,3500,2000,579,616
D,2100,0000,5000,0000,6700,7200,1360,5100,9400,6300,1300,4000,579,616
E,0000,0000,6000,0000,1180,1080,9500,5300,6000,5700,2000,1000,579,616
F,2400,2500,2800,3500,9600,9700,8000,6700,5500,4700,4000,2000,579,616
G,1900,0000,3800,4100,1020,7400,8700,1400,3700,5500,9000,1500,579,616
H,0000,5000,1900,1300,1000,2000,2600,2600,1700,2000,4600,9000,579,616
