, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1001,0.1296,0.0927,0.0989,0.0953,0.0969,0.1002,0.1032,0.1023,0.1055,0.0961,0.0829,OD600:600
B,0.0951,1.0220,1.1592,1.2561,0.9898,0.9940,0.9815,1.2523,1.2411,1.2122,0.1070,0.0988,OD600:600
C,0.1034,0.8539,0.8540,0.9624,0.7288,0.7373,0.7215,0.9480,0.9274,0.9337,0.1061,0.1019,OD600:600
D,0.1013,0.4519,0.4482,0.5948,0.4926,0.4870,0.5332,0.5656,0.6260,0.5639,0.1207,0.1046,OD600:600
E,0.0945,0.2826,0.2850,0.3010,0.3308,0.3644,0.3749,0.4165,0.4173,0.4113,0.2016,0.1033,OD600:600
F,0.0998,0.2153,0.2219,0.2658,0.2568,0.3101,0.3260,0.3612,0.3538,0.3604,0.2551,0.1043,OD600:600
G,0.1050,0.1494,0.1429,0.1478,0.1481,0.1549,0.1531,0.1700,0.1511,0.1476,0.1075,0.1046,OD600:600
H,0.0821,0.1391,0.1375,0.1024,0.1033,0.1050,0.1057,0.1005,0.1029,0.1017,0.0976,0.0847,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,4000,1150,0000,6000,0000,0000,0000,0000,6000,8000,5000,1600,479,520
B,7000,1984,2020,2173,1200,1200,8000,1606,1621,1598,1600,2000,479,520
C,0000,1416,1412,1505,0000,6000,0000,1021,1040,1096,0000,6000,479,520
D,0000,7330,7350,7220,1100,1600,8000,3490,4250,4320,8000,8000,479,520
E,1800,3830,3920,3250,7000,0000,0000,1360,1570,1500,0000,0000,479,520
F,2000,2620,2080,2450,0000,1900,0000,8100,9500,8900,0000,9000,479,520
G,0000,7600,6000,8300,0000,6000,1000,5900,7100,5800,8000,3000,479,520
H,0000,1010,9200,1400,0000,4000,0000,0000,0000,0000,3000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3500,7000,8000,3900,3900,3500,2900,0000,2200,2500,1000,2000,579,616
B,1700,2800,0000,4200,23776,22730,25000,6596,7002,6776,0000,6000,579,616
C,1300,2100,2900,7000,16861,16143,15710,4985,5152,5034,2500,1500,579,616
D,0000,2700,2900,7000,7859,6536,5521,1965,2027,2234,8000,3000,579,616
E,0000,0000,2400,1700,3652,3383,3187,6510,8160,9130,2200,1500,579,616
F,9000,0000,2800,1100,2666,2023,1721,3930,4480,4550,1900,1900,579,616
G,2500,1600,0000,1900,6580,6920,6420,2330,1570,2000,2000,4100,579,616
H,2000,3200,0000,0000,1300,2000,4500,3900,1100,1800,6000,1400,579,616
