, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1010,0.1189,0.0823,0.0867,0.0822,0.0894,0.0937,0.0945,0.0931,0.0937,0.0854,0.0818,OD600:600
B,0.0849,1.0253,1.0845,1.1779,0.9663,0.9713,0.9584,1.2137,1.2204,1.1389,0.1032,0.0906,OD600:600
C,0.0878,0.7844,0.7845,0.9035,0.6927,0.6952,0.6898,0.8699,0.8574,0.8321,0.1012,0.0923,OD600:600
D,0.0871,0.4487,0.4461,0.4981,0.4011,0.3860,0.4053,0.4601,0.4809,0.4664,0.1007,0.0924,OD600:600
E,0.0862,0.2795,0.2799,0.2795,0.2495,0.2502,0.2506,0.2808,0.2841,0.2829,0.1034,0.0935,OD600:600
F,0.0859,0.2103,0.2197,0.2185,0.1859,0.1930,0.1886,0.2094,0.2148,0.2134,0.1005,0.0984,OD600:600
G,0.0908,0.1446,0.1378,0.1413,0.1282,0.1232,0.1232,0.1309,0.1335,0.1348,0.1019,0.0974,OD600:600
H,0.0809,0.1285,0.1257,0.0921,0.0956,0.0934,0.1014,0.0927,0.0920,0.0931,0.0856,0.0845,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,1290,0000,8000,1200,2000,0000,0000,9000,3000,0000,0000,479,520
B,8000,2213,2187,2294,1100,0000,1700,1680,1715,1747,0000,0000,479,520
C,0000,1565,1505,1631,1800,0000,3200,1162,1188,1149,0000,5000,479,520
D,1800,8960,7840,8210,0000,0000,1000,5910,6000,5750,0000,0000,479,520
E,3000,4550,4530,4170,3000,0000,7000,3070,3270,3360,3000,0000,479,520
F,2800,3400,3170,3270,6000,2100,0000,2250,2100,2170,1000,1000,479,520
G,0000,1050,1180,1240,0000,0000,9000,5800,8200,5500,1400,1500,479,520
H,0000,1190,1170,0000,1600,9000,1400,6000,6000,0000,4000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1900,3300,1300,0000,1200,0000,8000,1200,0000,1200,6000,3500,579,616
B,1800,1800,3000,3400,20371,20219,20632,6009,5869,5754,1500,5000,579,616
C,2100,0000,0000,1400,16181,15521,16516,4347,4473,4722,0000,0000,579,616
D,0000,2800,1400,8000,8744,9337,9017,2536,2529,2693,1100,0000,579,616
E,2300,2900,2500,1600,5118,4929,5044,1363,1218,1467,8000,2200,579,616
F,0000,3600,3500,1400,2924,3102,2995,8280,7460,7390,7000,1100,579,616
G,1000,1000,0000,1300,6780,6210,6370,1490,2240,2010,2200,9000,579,616
H,1800,4000,0000,8000,1800,2000,1700,0000,5000,1000,3000,3300,579,616
