, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0864,0.1004,0.0994,0.1034,0.1089,0.1051,0.1050,0.1039,0.1077,0.0872,0.0990,0.0840,OD600:600
B,0.1019,0.7099,0.7759,0.8075,0.6287,0.6733,0.6458,0.7289,0.7143,0.7206,0.1168,0.1068,OD600:600
C,0.1063,0.6166,0.6897,0.8832,0.6710,0.6725,0.6359,0.7850,0.7679,0.7654,0.2831,0.1078,OD600:600
D,0.1040,0.3874,0.5588,0.6456,0.4918,0.4900,0.4880,0.5791,0.6001,0.5710,0.3280,0.1126,OD600:600
E,0.1082,0.1978,0.3744,0.4135,0.3823,0.3913,0.3966,0.3902,0.4574,0.4030,0.3338,0.1428,OD600:600
F,0.1099,0.1784,0.3927,0.3989,0.3609,0.3724,0.3403,0.3596,0.4262,0.3987,0.3478,0.3105,OD600:600
G,0.1075,0.1409,0.3557,0.3521,0.3454,0.3399,0.3454,0.3446,0.3441,0.3561,0.3213,0.2832,OD600:600
H,0.0974,0.3160,0.1527,0.1193,0.1144,0.1128,0.1177,0.1342,0.1187,0.1211,0.1054,0.0851,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,8000,1200,7000,0000,4000,0000,2200,0000,1300,4000,1000,2200,479,520
B,1500,7390,7970,7920,0000,0000,0000,4490,4620,4940,0000,5000,479,520
C,0000,5380,5250,2580,5000,5000,0000,1510,1580,1930,0000,0000,479,520
D,1600,3210,2220,9300,0000,7000,6000,5800,5500,6100,1000,8000,479,520
E,1200,1060,7500,1700,1800,0000,0000,8000,2900,3400,1000,1000,479,520
F,3300,9300,4300,2600,0000,1000,4000,2100,1900,1400,0000,3000,479,520
G,0000,4100,1600,1200,0000,0000,0000,0000,1400,1000,5000,6000,479,520
H,3000,0000,7000,7000,6000,2000,0000,1800,0000,0000,3000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,4000,2900,0000,4300,2500,1700,1400,3600,1200,1900,1200,579,616
B,2200,2700,1200,3100,9284,8745,9139,3600,3390,3719,1800,2100,579,616
C,0000,2000,4500,1500,2564,2604,2848,9720,9710,1143,1000,0000,579,616
D,2000,3000,1400,2600,1183,1023,1052,3820,3660,4500,0000,1600,579,616
E,2700,0000,2200,1000,3980,4820,4220,1510,1580,1240,1700,1300,579,616
F,2200,0000,4000,1000,2570,2600,2670,1130,1020,1070,1100,1100,579,616
G,1200,4800,0000,9000,1190,1070,1230,2800,4500,6900,2700,8000,579,616
H,1600,0000,2900,2600,3400,1500,2200,2200,1800,4000,1300,0000,579,616
