, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1021,0.1403,0.0911,0.0995,0.0939,0.0986,0.1011,0.1016,0.1021,0.1741,0.0971,0.0816,OD600:600
B,0.0935,0.9575,1.2146,1.3009,1.0846,1.0851,1.0636,1.2812,1.2235,1.2155,0.1075,0.1035,OD600:600
C,0.1002,0.7313,0.9316,1.0051,0.8140,0.8237,0.8166,1.0061,1.0051,1.0259,0.1333,0.1011,OD600:600
D,0.1001,0.4358,0.4492,0.7021,0.6073,0.5866,0.6362,0.8233,0.8298,0.7352,0.1349,0.1029,OD600:600
E,0.1027,0.2826,0.2931,0.3367,0.4593,0.4762,0.4503,0.5103,0.5019,0.4969,0.3222,0.1036,OD600:600
F,0.1014,0.2208,0.2457,0.3909,0.3967,0.4262,0.3702,0.4374,0.4391,0.4135,0.3186,0.1140,OD600:600
G,0.1056,0.1573,0.1608,0.1726,0.1622,0.1826,0.1810,0.1878,0.1673,0.1700,0.1320,0.1185,OD600:600
H,0.0822,0.1461,0.1410,0.1023,0.1034,0.1046,0.1080,0.1021,0.1037,0.1025,0.0999,0.0892,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,4000,1460,0000,1000,1200,2000,0000,0000,5000,2000,1400,1000,479,520
B,0000,1925,2158,2390,3000,1700,6000,1744,1743,1661,7000,7000,479,520
C,0000,1372,1483,1490,1800,1200,7000,1076,1055,1074,0000,0000,479,520
D,0000,8060,7040,7620,8000,4000,0000,2740,3830,4200,6000,0000,479,520
E,4000,4540,4170,3070,0000,0000,1000,7300,7600,8800,4000,1400,479,520
F,0000,3510,2990,1910,1000,2000,0000,6200,3300,6500,1100,0000,479,520
G,0000,1430,1010,1010,0000,6000,0000,4600,6500,6600,0000,4000,479,520
H,0000,1380,1020,0000,0000,1500,7000,8000,8000,0000,1000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1500,8000,1200,0000,1400,1900,1600,3200,9000,1500,3000,1000,579,616
B,6000,1720,1010,1760,28237,28384,28853,8194,8823,8281,1400,0000,579,616
C,0000,7800,9600,1070,18826,17515,17179,6270,6030,6328,8000,1900,579,616
D,6000,1500,5000,3100,4866,4081,3601,1379,1923,2245,3200,6000,579,616
E,1500,2500,6600,9000,2239,1965,1686,5330,4750,5030,1200,1500,579,616
F,0000,2200,0000,2700,1800,1288,1197,2780,2680,3200,1100,1000,579,616
G,1700,0000,1000,1800,9070,7100,6660,1820,2660,2260,6000,1400,579,616
H,2000,2700,1300,2800,1100,2000,7000,8000,2800,9000,3500,1000,579,616
