, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0372,0.0362,0.0359,0.0364,0.0368,0.0387,0.0372,0.0389,0.0380,0.0464,0.0367,0.0409,OD600:600
B,0.0378,0.0441,0.0441,0.0438,0.0421,0.0416,0.0424,0.0428,0.0428,0.0442,0.0379,0.0374,OD600:600
C,0.0394,0.0454,0.0445,0.0434,0.0409,0.0409,0.0429,0.0442,0.0431,0.0428,0.0379,0.0385,OD600:600
D,0.0379,0.0436,0.0422,0.0423,0.0420,0.0419,0.0436,0.0424,0.0411,0.0410,0.0374,0.0378,OD600:600
E,0.0401,0.0437,0.0515,0.0422,0.0407,0.0408,0.0417,0.0436,0.0444,0.0439,0.0387,0.0398,OD600:600
F,0.0362,0.0437,0.0440,0.0468,0.0423,0.0402,0.0414,0.0505,0.0419,0.0407,0.0448,0.0387,OD600:600
G,0.0384,0.0429,0.0543,0.0436,0.0413,0.0408,0.0414,0.0425,0.0418,0.0460,0.0413,0.0372,OD600:600
H,0.0371,0.0381,0.0387,0.0381,0.0362,0.0374,0.0361,0.0367,0.0377,0.0384,0.0380,0.0380,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1900,0000,0000,9000,0000,2000,0000,2000,2200,0000,1000,2400,479,520
B,1000,4300,2800,2400,2300,3000,3000,2000,1000,0000,8000,3000,479,520
C,1200,9000,0000,1900,1000,0000,1600,1600,2100,0000,1000,1200,479,520
D,0000,2700,2900,3500,1000,0000,9000,1800,1100,4000,2000,2000,479,520
E,0000,2600,1300,1700,9000,0000,0000,8000,2100,0000,0000,5000,479,520
F,0000,2300,2100,1400,3400,9000,2000,1400,1400,1100,0000,1000,479,520
G,1200,1700,2100,1700,0000,1300,5000,2400,7000,1300,7000,0000,479,520
H,0000,1000,8000,1300,0000,2000,5000,3000,9000,0000,2000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3800,2200,8000,2000,1200,1100,1700,2400,1700,8000,7000,1600,579,616
B,3800,2600,1300,2700,4000,7200,1030,8100,6300,7100,4000,4300,579,616
C,0000,1600,1000,1000,9500,9300,1060,6300,5700,3300,8000,2300,579,616
D,1000,2000,2700,1000,1230,1800,1310,9900,5000,3100,1400,1900,579,616
E,4000,5000,3800,2600,1410,1160,8000,5100,1040,3900,7000,1200,579,616
F,1600,2500,1300,3400,1060,1220,9100,4600,8500,4000,2500,1800,579,616
G,2900,1000,3300,3000,1100,1330,9300,5800,9200,4900,6000,8000,579,616
H,1000,9000,6000,0000,2200,4000,3400,2700,2300,3300,0000,1200,579,616
