, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0877,0.0943,0.0959,0.0989,0.0945,0.1005,0.1009,0.0997,0.1042,0.0874,0.0965,0.0855,OD600:600
B,0.1011,0.5812,0.7417,0.7971,0.6299,0.6752,0.6539,0.7670,0.7407,0.6661,0.1103,0.1033,OD600:600
C,0.1040,0.4462,0.6452,0.9690,0.7037,0.6863,0.6686,0.8981,0.8920,0.8652,0.3100,0.1032,OD600:600
D,0.1017,0.2862,0.5767,0.6135,0.4997,0.3851,0.4576,0.6175,0.5992,0.5734,0.3552,0.1060,OD600:600
E,0.1116,0.1959,0.3996,0.3307,0.3494,0.3316,0.2793,0.3763,0.3588,0.3663,0.3301,0.1044,OD600:600
F,0.1094,0.1677,0.3755,0.3355,0.2846,0.2981,0.3023,0.3363,0.3664,0.3312,0.2934,0.3305,OD600:600
G,0.1078,0.1587,0.3640,0.3612,0.2637,0.2998,0.2047,0.2681,0.2950,0.2955,0.3222,0.2145,OD600:600
H,0.0918,0.2875,0.1500,0.1107,0.1101,0.1119,0.1200,0.1353,0.1154,0.1163,0.1022,0.0860,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,0000,0000,0000,0000,2500,2900,0000,2400,1800,0000,0000,479,520
B,0000,8190,9430,1026,4000,0000,3000,6350,6520,5660,7000,0000,479,520
C,0000,6310,5880,2840,1600,0000,7000,1640,1860,2230,1300,1000,479,520
D,2100,3590,2410,9600,0000,0000,1100,7700,8100,5400,5000,0000,479,520
E,0000,2050,8400,3300,1000,0000,0000,2700,2000,3800,0000,1300,479,520
F,0000,1740,4100,3100,2400,0000,1100,6000,1000,9000,0000,0000,479,520
G,0000,3700,1900,1400,1400,6000,0000,4000,0000,1200,1600,9000,479,520
H,1000,7000,0000,0000,2600,1200,1000,0000,1800,5000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1300,1000,0000,0000,1400,6000,2300,2000,3200,1000,0000,0000,579,616
B,1900,1700,1900,7700,12123,11980,11688,4729,4602,4782,1000,2200,579,616
C,0000,6200,2100,3000,2669,2862,2714,1185,1360,1533,2900,1600,579,616
D,7000,3800,2200,4500,1269,1464,1574,5410,4250,5650,2000,7000,579,616
E,3500,0000,0000,2200,5830,6570,6310,2430,2180,1490,1200,1400,579,616
F,1500,2500,1500,8000,2900,4190,3700,1550,1610,1640,1200,5000,579,616
G,1400,0000,2700,0000,1880,1850,1890,7900,9800,9200,6000,7000,579,616
H,7000,2800,0000,0000,2600,0000,3000,1500,1600,5600,0000,1200,579,616
