, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1011,0.1214,0.0856,0.0912,0.0889,0.0939,0.0976,0.1010,0.0999,0.1026,0.0951,0.0821,OD600:600
B,0.0874,1.0121,1.1827,1.2709,0.9965,1.0061,0.9938,1.2588,1.2404,1.2273,0.1061,0.0976,OD600:600
C,0.0956,0.8694,0.8785,0.9748,0.7371,0.7291,0.7257,0.9576,0.9472,0.9577,0.1045,0.1003,OD600:600
D,0.0935,0.4456,0.4417,0.6131,0.5051,0.5024,0.5480,0.5861,0.6668,0.5891,0.1046,0.1014,OD600:600
E,0.0891,0.2791,0.2806,0.2850,0.3465,0.3857,0.3938,0.4323,0.4388,0.4305,0.2297,0.1015,OD600:600
F,0.0942,0.2125,0.2236,0.2766,0.2755,0.3295,0.3424,0.3854,0.3755,0.3778,0.2781,0.1037,OD600:600
G,0.1006,0.1472,0.1413,0.1452,0.1335,0.1309,0.1347,0.1491,0.1371,0.1390,0.1051,0.1022,OD600:600
H,0.0817,0.1340,0.1333,0.0980,0.1011,0.0994,0.1047,0.1186,0.0991,0.0978,0.0923,0.0846,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1000,1180,4900,0000,6000,3000,1700,0000,0000,6000,3000,2000,479,520
B,0000,1975,2081,2210,0000,1300,1000,1586,1626,1631,0000,0000,479,520
C,0000,1456,1444,1554,1800,9000,2000,1150,1114,1144,0000,1400,479,520
D,1400,7100,7390,8070,0000,1000,9000,3050,4240,4590,1000,8000,479,520
E,4000,3630,4020,3700,0000,7000,1000,1260,1190,1240,9000,0000,479,520
F,3100,2610,2590,2440,5000,0000,6000,8900,7800,7700,1200,0000,479,520
G,0000,8300,9100,8200,1100,3000,0000,5700,6700,5700,1000,0000,479,520
H,1700,1040,9700,8000,0000,3000,2300,0000,6000,1500,5000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,5000,1100,0000,0000,0000,1000,7000,7000,4000,0000,1600,1400,579,616
B,2500,3000,3200,4800,26078,24752,24895,7191,7512,7174,2400,2700,579,616
C,1000,2600,1600,4300,17890,17234,17823,5619,5048,5572,2300,3700,579,616
D,1300,4000,3200,1000,7042,6291,5730,1667,2144,2440,3200,1500,579,616
E,1000,2600,1600,2000,3761,2747,2837,7050,7130,7090,8000,0000,579,616
F,4400,7000,2900,2500,2659,1768,1562,3390,4050,3220,2700,0000,579,616
G,9000,8000,0000,0000,8690,5940,6800,2400,1490,1950,9000,3900,579,616
H,1000,2700,1700,1300,1400,1300,4100,0000,1800,1300,3000,7000,579,616
