, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0386,0.0357,0.0364,0.0377,0.0363,0.0391,0.0369,0.0384,0.0381,0.0469,0.0370,0.0378,OD600:600
B,0.0391,0.9224,0.9161,0.9148,0.1614,0.1614,0.1577,0.7997,0.8061,0.7931,0.0480,0.0628,OD600:600
C,0.0472,0.7236,0.7118,0.7108,0.1154,0.1169,0.1190,0.6068,0.6157,0.5978,0.0378,0.0386,OD600:600
D,0.0381,0.4517,0.4374,0.4406,0.0745,0.0762,0.0749,0.3461,0.3437,0.3113,0.0378,0.0376,OD600:600
E,0.0388,0.2440,0.2406,0.2344,0.0597,0.0608,0.0626,0.1645,0.1485,0.1555,0.0385,0.0378,OD600:600
F,0.0370,0.1216,0.1113,0.1173,0.0554,0.0538,0.0551,0.0765,0.0788,0.0804,0.0564,0.0393,OD600:600
G,0.0387,0.0572,0.0704,0.0574,0.0449,0.0442,0.0445,0.0537,0.0525,0.0541,0.0386,0.0376,OD600:600
H,0.0367,0.0547,0.0384,0.0379,0.0361,0.0376,0.0357,0.0375,0.0374,0.0379,0.0381,0.0382,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,4000,1200,0000,1700,3000,1400,0000,0000,0000,2000,0000,5000,479,520
B,0000,1802,1818,1805,2400,5000,5000,1568,1569,1511,4000,9000,479,520
C,0000,1321,1288,1306,1200,0000,9000,1088,1109,1077,0000,4000,479,520
D,1900,7380,7480,7250,1000,9000,1200,5680,5780,5440,0000,4000,479,520
E,1000,4160,3650,3350,8000,0000,0000,2310,2330,2220,3000,4000,479,520
F,1800,1620,1820,1470,0000,0000,0000,9700,1040,1000,0000,9000,479,520
G,0000,5200,7600,5100,1100,5000,1000,5200,4700,3700,0000,4000,479,520
H,1000,0000,2000,0000,0000,0000,1700,7000,5000,0000,2500,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1900,3300,0000,0000,1400,5500,0000,5000,1500,2100,2200,4000,579,616
B,1800,1100,1100,2100,3174,2950,2847,1499,1583,1616,0000,6000,579,616
C,2300,3400,5100,7000,2179,1839,2286,8570,9140,9690,2400,8000,579,616
D,4000,3200,2500,0000,1035,1009,1160,6400,6000,5330,0000,8000,579,616
E,2500,2000,3000,3200,6460,5830,7290,2450,2700,2610,1400,2100,579,616
F,2400,2200,1300,3100,5280,5320,5970,1710,1360,1530,1000,1300,579,616
G,1700,0000,1800,2500,3840,3670,2570,5300,9500,1040,2600,1700,579,616
H,2700,3700,0000,1500,1900,1700,1000,1900,3300,1300,2300,0000,579,616
