, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0858,0.0895,0.0895,0.0942,0.0896,0.0961,0.0944,0.0947,0.0992,0.0872,0.0932,0.0824,OD600:600
B,0.0932,0.6514,0.7630,0.7970,0.6362,0.6670,0.6398,0.7231,0.7140,0.7100,0.1090,0.1013,OD600:600
C,0.0984,0.5942,0.6584,0.8954,0.7036,0.6917,0.6632,0.8202,0.8306,0.8282,0.3314,0.1015,OD600:600
D,0.0970,0.3648,0.5871,0.6425,0.4760,0.5043,0.4945,0.5965,0.6095,0.5671,0.3349,0.1041,OD600:600
E,0.0961,0.1915,0.4029,0.3927,0.3913,0.3725,0.3907,0.4016,0.4035,0.4210,0.3236,0.1110,OD600:600
F,0.1022,0.1670,0.4029,0.4082,0.3690,0.3575,0.3596,0.3703,0.3972,0.3980,0.3480,0.3242,OD600:600
G,0.1030,0.1388,0.3695,0.3496,0.3326,0.3558,0.3521,0.3513,0.3501,0.3544,0.3426,0.3264,OD600:600
H,0.0978,0.2870,0.1393,0.1158,0.1059,0.1188,0.1117,0.1325,0.1138,0.1112,0.0925,0.0846,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,7000,1800,0000,1200,2000,0000,5000,0000,0000,0000,0000,479,520
B,7000,7290,8770,8990,7000,1500,1000,5400,5430,5410,0000,1500,479,520
C,0000,4970,5410,2450,1600,5000,0000,1260,1550,1890,7000,0000,479,520
D,3700,3010,2180,1040,8000,1500,1800,7600,7400,6100,6000,0000,479,520
E,1100,1210,7000,4400,1100,5000,1300,2700,1900,2200,1100,1000,479,520
F,0000,7800,4300,1400,5000,5000,0000,1600,1800,1500,0000,1000,479,520
G,0000,2000,2700,1800,0000,0000,0000,2000,4000,4000,1000,0000,479,520
H,7000,1700,1000,1000,6000,0000,5000,4000,4000,0000,7000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1100,2000,1400,1700,8000,1500,1300,8000,4400,3000,4000,8000,579,616
B,3200,3900,0000,3700,11137,11268,11258,4172,3978,4123,4600,2200,579,616
C,2500,0000,2100,3200,2626,2629,2483,8850,9480,1164,0000,0000,579,616
D,5000,1700,1000,2600,1047,1067,1010,4560,4620,3710,3700,0000,579,616
E,2100,0000,0000,1300,6270,4650,5140,1080,9500,2210,6000,1100,579,616
F,0000,2500,0000,0000,2240,2920,2120,1330,1060,6300,2000,2000,579,616
G,5000,2400,3000,3000,1210,9900,6900,8200,7500,7600,2000,1700,579,616
H,3600,3000,1500,2500,1500,0000,0000,1400,3100,3500,5300,2200,579,616
