, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0561,0.0987,0.0366,0.0389,0.0372,0.0375,0.0372,0.0437,0.0376,0.0426,0.0364,0.0444,OD600:600
B,0.0381,0.9914,0.9775,1.0042,0.7478,0.6765,0.6773,1.0345,1.0215,1.0265,0.0384,0.0372,OD600:600
C,0.0390,0.7350,0.7407,0.7957,0.5896,0.5914,0.5926,0.7601,0.7597,0.7417,0.0376,0.0382,OD600:600
D,0.0373,0.3902,0.3847,0.4199,0.3423,0.3261,0.3454,0.3893,0.3967,0.3850,0.0375,0.0375,OD600:600
E,0.0384,0.2131,0.2134,0.2147,0.1833,0.1851,0.1857,0.2115,0.2152,0.2139,0.0369,0.0380,OD600:600
F,0.0383,0.1416,0.1430,0.1508,0.1174,0.1211,0.1189,0.1361,0.1422,0.1418,0.0376,0.0386,OD600:600
G,0.0385,0.0747,0.0697,0.0712,0.0577,0.0517,0.0535,0.0631,0.0648,0.0650,0.0373,0.0363,OD600:600
H,0.0371,0.0749,0.0655,0.0377,0.0368,0.0383,0.0363,0.0370,0.0362,0.0378,0.0376,0.0385,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1100,6600,0000,3100,9000,5000,6000,0000,1000,5000,0000,1000,479,520
B,0000,3292,3256,3241,2100,1000,1300,2515,2468,2496,3000,5000,479,520
C,0000,2375,2379,2432,0000,0000,0000,1865,1821,1837,0000,0000,479,520
D,2500,1200,1149,1205,0000,2000,1700,8720,9000,8890,3000,0000,479,520
E,0000,6320,5990,6050,0000,1200,1800,4460,4420,4430,8000,0000,479,520
F,1400,4010,4280,4340,1500,0000,1000,2800,2980,3170,0000,0000,479,520
G,9000,1710,1310,1290,7000,9000,1700,1010,1140,9400,0000,3000,479,520
H,9000,1450,1090,0000,0000,1000,1300,7000,0000,0000,5000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1300,2800,1000,7000,3300,2000,1000,2000,1700,3300,1600,0000,579,616
B,0000,8200,2900,3100,8791,9153,8807,4541,4671,4676,1100,1500,579,616
C,1300,1300,9000,2100,12512,12626,12913,4500,4778,4528,0000,4100,579,616
D,2800,5000,2300,1400,10756,11055,10943,3025,3417,3311,0000,1500,579,616
E,4000,1500,7000,3000,6245,6132,6502,1835,1745,1614,8000,1100,579,616
F,1000,1800,1800,2200,3871,3860,3624,1063,1040,9480,2300,1000,579,616
G,2800,6000,3000,0000,1003,9520,8970,1950,2190,2690,1000,2000,579,616
H,0000,3700,2400,7000,2600,1400,1000,6000,9000,1900,7000,1100,579,616
