, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0867,0.0849,0.0845,0.0924,0.0856,0.0922,0.0858,0.0864,0.0879,0.0888,0.0894,0.0832,OD600:600
B,0.1004,1.0368,0.9920,0.9870,0.6879,0.6948,0.6828,1.0179,1.0029,1.0311,0.1056,0.1189,OD600:600
C,0.1069,0.8413,0.8070,0.7837,0.5372,0.5228,0.5109,0.8112,0.8047,0.8186,0.1054,0.0952,OD600:600
D,0.0968,0.5777,0.5644,0.5699,0.2840,0.2866,0.2807,0.5624,0.5671,0.5417,0.1008,0.0966,OD600:600
E,0.1009,0.3505,0.3656,0.3639,0.1658,0.1678,0.1669,0.3628,0.3384,0.3219,0.1026,0.0930,OD600:600
F,0.1000,0.2556,0.1860,0.2160,0.1279,0.1250,0.1333,0.1955,0.2272,0.2213,0.1062,0.0969,OD600:600
G,0.1003,0.1337,0.1431,0.1265,0.1157,0.1152,0.1134,0.1231,0.1216,0.1201,0.1051,0.0929,OD600:600
H,0.0811,0.1170,0.0929,0.0965,0.0990,0.0995,0.1013,0.0914,0.0865,0.0873,0.0820,0.0837,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,8000,1500,1400,0000,1400,0000,1200,0000,0000,0000,0000,1700,479,520
B,0000,1634,1511,1488,2400,2700,1400,1210,1221,1295,3000,1000,479,520
C,0000,1198,1143,1100,1700,0000,0000,9280,9360,9620,0000,1400,479,520
D,0000,8350,7650,7240,6000,2000,9000,6020,5790,5620,1400,0000,479,520
E,3200,4000,4410,3930,8000,3000,1400,3010,2310,2190,3000,4000,479,520
F,0000,2800,1690,1720,0000,0000,9000,1240,1710,1540,0000,3000,479,520
G,7000,6600,8300,7200,0000,1100,3000,5000,5800,4800,0000,0000,479,520
H,1000,5000,2300,0000,3000,1200,2000,1000,2000,1300,5000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2100,2000,0000,0000,1400,0000,0000,2000,1500,3100,2000,1400,579,616
B,0000,8400,9500,9800,16535,15728,16886,3000,3114,2921,1400,2200,579,616
C,1000,5800,7800,1070,12339,11988,11736,1915,2172,2142,2400,2600,579,616
D,1200,6400,4100,3700,6103,6031,5934,1023,1086,9890,1300,1400,579,616
E,2800,2100,1600,1700,2433,2412,2333,3580,3650,3240,1500,3800,579,616
F,2000,0000,3300,2500,1044,1093,1265,2460,2220,3030,3000,5000,579,616
G,3100,1000,5000,0000,5560,6000,4690,2090,1940,1900,3200,1400,579,616
H,3500,2000,1300,1100,1100,1800,6000,2300,3900,0000,9000,2000,579,616
