, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0401,0.0370,0.0372,0.0408,0.0385,0.0371,0.0376,0.0383,0.0439,0.0456,0.0362,0.0396,OD600:600
B,0.0371,0.0431,0.0429,0.0437,0.0424,0.0429,0.0430,0.0436,0.0452,0.0459,0.0384,0.0377,OD600:600
C,0.0398,0.0458,0.0453,0.0453,0.0454,0.0428,0.0454,0.0435,0.0444,0.0436,0.0391,0.0381,OD600:600
D,0.0372,0.0446,0.0429,0.0415,0.0393,0.0413,0.0420,0.0433,0.0431,0.0415,0.0406,0.0373,OD600:600
E,0.0394,0.0436,0.0446,0.0442,0.0416,0.0416,0.0424,0.0427,0.0428,0.0489,0.0371,0.0387,OD600:600
F,0.0481,0.0445,0.0433,0.0440,0.0407,0.0528,0.0423,0.0440,0.0490,0.0417,0.0380,0.0380,OD600:600
G,0.0382,0.0456,0.0450,0.0435,0.0412,0.0408,0.0426,0.0416,0.0411,0.0522,0.0373,0.0366,OD600:600
H,0.0374,0.0388,0.0386,0.0411,0.0366,0.0372,0.0376,0.0431,0.0379,0.0388,0.0381,0.0380,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,1500,2000,0000,3000,0000,5000,0000,4000,3000,4000,0000,479,520
B,2400,0000,4200,2700,0000,0000,0000,2000,8000,2000,0000,0000,479,520
C,2000,8000,9000,2200,0000,7000,1800,1600,1600,4000,7000,2000,479,520
D,1900,2000,1300,1300,0000,1500,0000,6000,1300,2100,1100,0000,479,520
E,0000,0000,2000,0000,2000,0000,7000,1300,6000,1400,2000,0000,479,520
F,0000,3100,2700,3500,0000,0000,1200,1000,1000,1400,4000,6000,479,520
G,8000,4600,1100,4200,2500,9000,3000,1900,3500,2100,2000,5000,479,520
H,4000,0000,0000,0000,1900,4000,2000,9000,7000,1400,3000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,7000,2300,2300,3000,3700,6000,3100,1900,3200,5000,0000,1200,579,616
B,1600,2400,2400,1800,5500,8700,8500,3200,4600,1900,5000,2400,579,616
C,0000,4100,0000,0000,1090,8500,1010,6500,5300,6500,2100,1300,579,616
D,7000,3400,1600,0000,1180,1070,9200,6600,4700,7100,1000,9000,579,616
E,0000,1200,9000,3900,3500,8900,5900,6800,2300,5800,1000,1100,579,616
F,2000,4300,4300,7000,4700,1020,9600,4000,3900,6200,3800,2300,579,616
G,1600,0000,0000,3000,1140,1190,1080,4300,4700,7300,0000,9000,579,616
H,1900,2900,2300,7000,4000,3000,3900,3200,2500,2600,2800,0000,579,616
