, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0863,0.0809,0.0851,0.0848,0.0824,0.0915,0.0864,0.0841,0.0863,0.0886,0.0875,0.1028,OD600:600
B,0.0993,1.0239,1.0110,1.0112,0.6195,0.6231,0.6153,0.9811,0.9789,0.9769,0.1150,0.1210,OD600:600
C,0.1042,0.8185,0.8040,0.7968,0.4495,0.4517,0.4486,0.7720,0.7647,0.7649,0.1022,0.0925,OD600:600
D,0.0946,0.5503,0.5330,0.5432,0.2662,0.2657,0.2646,0.4896,0.4967,0.4723,0.1005,0.0953,OD600:600
E,0.1008,0.3499,0.3417,0.3361,0.1619,0.1621,0.1612,0.2915,0.2622,0.2624,0.1002,0.0911,OD600:600
F,0.0979,0.2133,0.1865,0.1769,0.1226,0.1220,0.1264,0.1643,0.1708,0.1709,0.1039,0.0942,OD600:600
G,0.0987,0.1267,0.1429,0.1245,0.1138,0.1123,0.1111,0.1205,0.1191,0.1165,0.1036,0.0903,OD600:600
H,0.0819,0.1135,0.0913,0.0948,0.0995,0.1008,0.1016,0.0912,0.0856,0.0851,0.0812,0.0838,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1800,2000,0000,7000,1800,0000,1000,0000,1000,0000,4000,1500,479,520
B,4000,1253,1203,1218,2300,1800,1000,9460,1007,1013,0000,0000,479,520
C,0000,9750,9930,9570,1700,5000,5000,7490,8040,7350,1000,1800,479,520
D,5000,6290,5920,6040,5000,0000,0000,4570,4500,4230,1000,0000,479,520
E,4000,3400,3400,3530,0000,1300,1300,2060,1850,1710,1000,2100,479,520
F,0000,1660,1250,9700,0000,1300,0000,7200,1060,7100,4000,0000,479,520
G,0000,4000,4900,4100,6000,1000,0000,3200,4600,4000,1000,0000,479,520
H,1900,1800,0000,4000,0000,4000,1000,0000,2000,0000,8000,5000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,6000,0000,2700,0000,2000,1400,0000,1500,9000,1900,0000,4000,579,616
B,2500,4500,1600,0000,10229,9889,10454,1706,1696,1726,7000,2100,579,616
C,0000,4000,1000,3000,7728,7281,7586,9800,1139,1144,1500,7000,579,616
D,0000,3300,2600,1900,4176,4065,4173,6630,6410,5360,1200,9000,579,616
E,6000,0000,2000,7000,1750,1839,1708,2450,2610,2650,0000,3000,579,616
F,6300,0000,0000,1000,6900,9600,8490,1280,1810,1990,2100,6000,579,616
G,3000,1000,0000,1300,5500,4300,3900,8700,1020,1240,3200,3000,579,616
H,0000,2700,2700,3000,0000,2300,4000,1000,1000,1300,2000,1000,579,616
